QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20212,04421674,37,0,1,1,D,1,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A
20212,04422044,43,0,1,1,D,1,D,1,D,03,D,2,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,800,G,,A,,A,,A,,A,,A,100,D,25,D
20212,04422324,18,0,1,1,D,1,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,5,D,,A,,A,,A,,A,,A,,A,49,D,,A
20212,04422324,19,0,1,1,D,2,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,8,D,,A,,A,,A,,A,61,D,,A,30,D,,A
20212,04422504,47,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,437,D,,A,,A,,A,,A,100,D,,A,120,D
20212,04422504,48,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422594,20,0,2,1,D,1,D,1,D,01,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422804,44,0,1,1,D,1,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,104,D,,A,,A,,A,,A,,A,60,D,,A
20212,04422874,20,0,2,1,D,1,D,1,D,01,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,1800,D,50,D,,A,,A,200,D,,A,100,D,,A
20212,04423094,60,0,1,1,D,3,D,1,D,02,D,21,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,32,0,2,1,D,1,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,800,D,,A,,A,,A,,A,,A,300,D,,A
20212,04423674,23,0,1,1,D,4,D,1,D,01,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,74,D,,A,,A,,A,,A,,A,,A,,A,7,D,,A
20212,04423904,43,0,1,1,D,2,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,10,D,,A,,A,,A,,A,,A,,A,150,D,300,D,,A
20212,04423904,44,0,1,1,D,3,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423904,45,0,1,1,D,4,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423904,46,0,1,1,D,5,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424194,10,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,230,D,,A,,A,,A,,A,,A,300,D,,A
20212,04424194,11,0,1,1,D,2,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,,A,,A,350,D,,A,,A,,A,,A,,A,400,D,,A
20212,04424304,41,0,1,1,D,3,D,1,D,03,D,12,D,,A,,A,,A,,A,,A,02,D,,A,04,D,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,274,D,,A,0,D,,A,,A,,A,,A,,A,,A,80,D,20,D,158,D,,A,100,D,50,D,800,D,,A,,A,200,D,150,D
20212,04424754,26,0,1,1,D,3,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,1500,D,,A,,A,,A,,A,,A,850,D,100,D
20212,04424974,27,0,1,1,D,2,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,250,D,,A,,A,,A,,A,450,D,45,D
20212,04424974,28,0,2,1,D,1,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,256,G,937,G,,A,37,G,,A,,A,,A,,A,,A,,A,157,G,49,G,,A,893,G,174,G,212,G,554,G,195,G,,A,376,G,160,G
20212,04425024,32,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A,60,D,,A
20212,04425174,22,0,1,1,D,3,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,200,D,,A,,A,,A,,A,100,D,100,D,100,D
20212,04425644,38,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,,A,550,D,,A,15,D,,A,,A,,A,,A,45,D
20212,04425874,24,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,10,D,600,D,,A,,A,,A,200,D,,A,600,D,,A
20212,04425964,30,0,1,1,D,1,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,25,D,,A,,A,230,D,,A,,A,,A,,A,,A,,A,,A
20212,04426104,44,0,1,1,D,3,D,1,D,01,D,4,D,2,D,1,D,2,D,1,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,16,D,,A,,A,216,D,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,726,G,50,D,,A,206,G,268,G,,A,200,D,,A
20212,04426234,17,0,1,1,D,2,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,27,D,40,D,,A,20,D,,A,,A,,A,,A,60,D,,A
20212,04426234,18,0,1,1,D,3,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,27,D,40,D,,A,40,D,,A,,A,,A,,A,60,D,,A
20212,04426374,37,0,1,1,D,3,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,80,D,120,D,20,D
20212,04426504,16,0,1,1,D,1,D,2,D,02,D,28,D,,A,,A,,A,,A,,A,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1500,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D
20212,04426504,17,0,1,1,D,2,D,1,D,03,D,16,D,,A,,A,,A,,A,,A,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,750,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D
20212,04426584,23,0,1,1,D,4,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A
20212,04426584,24,0,1,1,D,5,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,46,D,100,D
20212,04426764,33,0,1,2,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,25,D,,A,,A,,A,,A,50,D,60,D
20212,04426764,34,0,1,1,D,2,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,82,D,,A
20212,04426944,17,0,1,1,D,2,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,1000,D,30,D,30,D,,A,,A,,A,420,D,95,D
20212,04427054,33,0,1,1,D,2,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,400,D,100,D,,A,,A,,A,,A,900,D,,A
20212,04427054,34,0,1,1,D,3,D,1,D,03,D,9,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,80,D,,A,,A,,A,,A,720,D,200,D
20212,04427434,39,0,2,1,D,1,D,1,D,01,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,50,D,,A,,A,,A,,A,250,D
20212,04427534,41,0,1,1,D,1,D,1,D,02,D,52,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,275,D
20212,04427534,42,0,1,1,D,3,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D
20212,04427564,63,0,1,1,D,1,D,1,D,02,D,12,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,1000,D,,A,,A,300,D,50,D
20212,04427564,64,0,1,1,D,2,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,250,D,,A,,A,,A,,A,,A,200,D,,A
20212,04427974,40,0,1,1,D,1,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,530,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,100,D,100,D,,A
20212,04428034,36,0,1,1,D,3,D,1,D,03,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,535,D,,A,,A,,A,,A,85,D,150,D,25,D
20212,04428294,20,0,1,1,D,1,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D
20212,04428524,37,0,1,1,D,1,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,0,D,,A,,A,,A,,A,225,D,,A,,A,450,D,,A,,A,,A,,A,,A,200,D,,A
20212,04428834,30,0,1,1,D,2,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,283,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,30,D,,A,,A,,A,,A,70,D
20212,04428834,31,0,1,1,D,3,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,278,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,30,D,,A,,A,,A,,A,65,D,,A
20212,04428874,67,0,1,1,D,3,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,325,D,200,D,40,D,,A,,A,,A,,A,,A,,A,50,D,150,D,,A
20212,04428874,68,0,1,1,D,4,D,3,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428924,26,0,1,1,D,1,D,4,D,01,D,12,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428924,27,0,1,1,D,2,D,4,D,02,D,12,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428924,28,0,1,1,D,3,D,4,D,03,D,12,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428974,45,0,1,1,D,2,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20212,04428974,46,0,1,1,D,3,D,1,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20212,04429434,27,0,1,1,D,2,D,1,D,02,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,750,D,250,D
20212,04429504,20,0,1,1,D,1,D,1,D,01,D,8,D,1,D,1,D,1,D,2,D,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,199,G,710,G,,A,31,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,669,G,113,G,,A,,A,,A,,A,278,G,,A
20212,04429714,33,0,2,1,D,2,D,1,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,200,D,80,D,,A,25,D,,A
20212,04429804,38,0,2,1,D,1,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,50,D,150,D,100,D
20212,04430274,26,0,1,1,D,1,D,1,D,01,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,530,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,200,D,,A
20212,04430374,42,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,,A,400,D,100,D,,A,,A,,A,,A,150,D,,A
20212,04430434,45,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,50,D,,A,500,D,50,D,,A,,A,,A,,A,350,D,100,D
20212,04430434,46,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,300,D,,A,,A,90,D,,A,,A,200,D,,A
20212,04430474,11,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,320,D,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D
20212,04430614,15,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,F,,A,,A,,A,,A,55,F
20212,04430614,16,0,1,1,D,2,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,260,D,75,D,45,D,,A,,A,50,D,75,D,55,D
20212,04430624,16,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430654,35,0,1,1,D,1,D,1,D,02,D,2,D,2,D,1,D,2,D,1,D,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,536,G,200,D,,A,345,G,119,G,,A,300,D,,A
20212,04430654,36,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,200,D,,A,200,D,,A,,A,300,D,,A
