QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20212,04431654,22,0,1,420,D,03,D,140,D,,A,,A,,A,,A
20212,04461194,52,0,1,410,D,04,D,9,D,,A,,A,,A,,A
20212,04461194,53,0,1,420,D,04,D,32,D,,A,,A,,A,,A
20212,04461514,37,0,2,420,D,02,D,85,D,,A,,A,,A,,A
20212,04461544,18,0,1,400,D,02,D,25,D,,A,,A,,A,,A
20212,04461624,38,0,1,400,D,04,D,125,D,,A,,A,,A,,A
20212,04461624,39,0,1,420,D,04,D,200,D,,A,,A,,A,,A
20212,04461684,31,0,1,420,D,03,D,88,D,,A,,A,,A,,A
20212,04461774,69,0,2,420,D,02,D,105,D,,A,,A,,A,,A
20212,04461854,36,0,1,420,D,04,D,105,D,,A,,A,,A,,A
20212,04461994,31,0,1,420,D,04,D,195,D,,A,,A,,A,,A
20212,04462154,24,0,1,420,D,03,D,105,D,,A,,A,,A,,A
20212,04462334,43,0,1,420,D,03,D,151,D,,A,,A,,A,,A
20212,04462574,37,0,1,400,D,03,D,37,D,,A,,A,,A,,A
20212,04462574,38,0,1,400,D,02,D,37,D,,A,,A,,A,,A
20212,04462684,32,0,1,420,D,03,D,84,D,,A,,A,,A,,A
20212,04462814,35,0,1,420,D,03,D,151,F,,A,,A,,A,,A
20212,04462814,36,0,1,420,D,03,D,110,F,,A,,A,,A,,A
20212,04462814,37,0,1,405,D,03,D,135,F,,A,,A,,A,,A
20212,04462944,34,0,1,400,D,02,D,50,D,,A,,A,,A,,A
20212,04463134,51,0,1,420,D,03,D,260,D,,A,,A,,A,,A
20212,04463184,9,0,1,420,D,03,D,50,D,,A,,A,,A,,A
20212,04463674,27,0,1,400,D,02,D,33,D,,A,,A,,A,,A
20212,04463934,44,0,1,400,D,02,D,29,D,,A,,A,,A,,A
20212,04464084,19,0,1,420,D,04,D,270,D,,A,,A,,A,,A
20212,04464384,44,0,1,405,D,04,D,40,D,,A,,A,,A,,A
20212,04464564,55,0,1,420,D,04,D,151,D,,A,,A,,A,,A
20212,04464564,56,0,1,420,D,04,D,118,D,,A,,A,,A,,A
20212,04464604,59,0,1,420,D,03,D,522,D,,A,,A,,A,,A
20212,04464604,60,0,1,420,D,03,D,229,D,,A,,A,,A,,A
20212,04464604,61,0,1,420,D,03,D,152,D,,A,,A,,A,,A
20212,04464684,50,0,2,420,D,02,D,85,D,,A,,A,,A,,A
20212,04464864,25,0,1,420,D,04,D,34,D,,A,,A,,A,,A
20212,04465024,65,0,1,400,D,04,D,47,D,,A,,A,,A,,A
20212,04465404,34,0,1,430,D,03,D,,H,410,D,415,D,,A,,A
20212,04465404,34,1,1,410,D,03,D,6,E,,A,,A,,A,,A
20212,04465404,34,2,1,420,D,03,D,72,E,,A,,A,,A,,A
20212,04465484,19,0,1,420,D,02,D,76,D,,A,,A,,A,,A
20212,04465524,52,0,1,410,D,04,D,20,D,,A,,A,,A,,A
20212,04465524,53,0,1,410,D,03,D,20,D,,A,,A,,A,,A
20212,04465544,36,0,1,410,D,02,D,35,D,,A,,A,,A,,A
20212,04465544,37,0,1,420,D,02,D,118,D,,A,,A,,A,,A
20212,04465584,35,0,1,405,D,04,D,140,D,,A,,A,,A,,A
20212,04465674,37,0,1,420,D,04,D,125,D,,A,,A,,A,,A
20212,04465864,31,0,1,420,D,04,D,170,D,,A,,A,,A,,A
20212,04465914,38,0,1,400,D,03,D,38,D,,A,,A,,A,,A
20212,04465914,39,0,1,420,D,04,D,213,D,,A,,A,,A,,A
20212,04466034,25,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20212,04466274,26,0,1,410,D,04,D,80,D,,A,,A,,A,,A
20212,04466274,27,0,1,420,D,04,D,160,D,,A,,A,,A,,A
20212,04466284,18,0,1,420,D,04,D,76,D,,A,,A,,A,,A
20212,04466654,61,0,2,400,D,02,D,40,D,,A,,A,,A,,A
20212,04466654,62,0,2,420,D,02,D,150,D,,A,,A,,A,,A
20212,04466874,28,0,1,430,D,04,D,,H,415,D,410,D,,A,,A
20212,04466874,28,1,1,420,D,04,D,101,E,,A,,A,,A,,A
20212,04466874,28,2,1,410,D,04,D,9,E,,A,,A,,A,,A
20212,04467144,29,0,1,420,D,03,D,3,D,,A,,A,,A,,A
20212,04467264,26,0,2,410,D,02,D,21,D,,A,,A,,A,,A
20212,04467434,36,0,1,430,D,04,D,,H,415,D,410,D,,A,,A
20212,04467434,36,1,1,420,D,04,D,61,E,,A,,A,,A,,A
20212,04467434,36,2,1,410,D,04,D,17,E,,A,,A,,A,,A
20212,04467554,55,0,1,430,D,03,D,,H,415,D,405,D,410,D,,A
20212,04467554,55,1,1,420,D,03,D,231,E,,A,,A,,A,,A
20212,04467554,55,2,1,405,D,03,D,578,E,,A,,A,,A,,A
20212,04467554,55,3,1,410,D,03,D,71,E,,A,,A,,A,,A
20212,04467764,44,0,1,420,D,02,D,155,D,,A,,A,,A,,A
20212,04467794,45,0,1,410,D,03,D,20,D,,A,,A,,A,,A
20212,04467804,35,0,1,420,D,02,D,160,D,,A,,A,,A,,A
20212,04467824,32,0,1,400,D,04,D,40,D,,A,,A,,A,,A
20212,04467874,31,0,2,420,D,02,D,125,D,,A,,A,,A,,A
20212,04467974,49,0,1,410,D,04,D,14,D,,A,,A,,A,,A
20212,04467974,50,0,1,420,D,02,D,187,D,,A,,A,,A,,A
20212,04467974,51,0,2,410,D,02,D,29,D,,A,,A,,A,,A
20212,04468094,44,0,2,400,D,02,D,55,D,,A,,A,,A,,A
20212,04468204,55,0,1,420,D,04,D,450,D,,A,,A,,A,,A
20212,04468294,34,0,1,400,D,03,D,30,D,,A,,A,,A,,A
20212,04468294,35,0,1,400,D,03,D,30,D,,A,,A,,A,,A
20212,04468304,23,0,1,400,D,04,D,9,D,,A,,A,,A,,A
20212,04468304,24,0,1,420,D,03,D,450,D,,A,,A,,A,,A
20212,04468344,19,0,1,420,D,03,D,217,D,,A,,A,,A,,A
20212,04468414,40,0,1,400,D,03,D,50,D,,A,,A,,A,,A
20212,04468484,63,0,1,420,D,03,D,66,D,,A,,A,,A,,A
20212,04468624,38,0,1,420,D,04,D,130,D,,A,,A,,A,,A
20212,04468754,37,0,2,430,D,02,D,,H,405,D,415,D,,A,,A
20212,04468754,37,1,2,420,D,02,D,652,E,,A,,A,,A,,A
20212,04468794,53,0,1,420,D,04,D,108,D,,A,,A,,A,,A
20212,04468984,60,0,1,420,D,04,D,150,D,,A,,A,,A,,A
20212,04469064,24,0,1,410,D,03,D,40,D,,A,,A,,A,,A
20212,04469194,22,0,1,400,D,02,D,30,D,,A,,A,,A,,A
20212,04469234,22,0,1,410,D,04,D,20,D,,A,,A,,A,,A
20212,04469264,74,0,1,410,D,03,D,7,D,,A,,A,,A,,A
20212,04469264,75,0,1,410,D,04,D,7,D,,A,,A,,A,,A
20212,04469264,76,0,1,420,D,02,D,85,F,,A,,A,,A,,A
20212,04469264,77,0,1,420,D,04,D,85,F,,A,,A,,A,,A
20212,04469274,33,0,1,410,D,02,D,7,D,,A,,A,,A,,A
20212,04469274,34,0,1,420,D,02,D,78,D,,A,,A,,A,,A
20212,04469384,27,0,1,420,D,04,D,20,D,,A,,A,,A,,A
20212,04469414,34,0,1,420,D,04,D,420,D,,A,,A,,A,,A
20212,04469464,19,0,1,400,D,02,D,39,D,,A,,A,,A,,A
20212,04469574,29,0,1,420,D,04,D,247,D,,A,,A,,A,,A
20212,04469934,45,0,1,400,D,03,D,55,D,,A,,A,,A,,A
20212,04470044,22,0,1,405,D,03,D,68,D,,A,,A,,A,,A
20212,04470154,39,0,1,400,D,04,D,20,D,,A,,A,,A,,A
20212,04470154,40,0,1,420,D,04,D,150,D,,A,,A,,A,,A
20212,04470234,22,0,1,410,D,03,D,58,D,,A,,A,,A,,A
20212,04470274,27,0,1,420,D,04,D,250,D,,A,,A,,A,,A
20212,04470534,28,0,1,420,D,04,D,151,D,,A,,A,,A,,A
20212,04470554,65,0,1,410,D,04,D,20,D,,A,,A,,A,,A
20212,04470584,47,0,1,420,D,03,D,90,D,,A,,A,,A,,A
20212,04471234,54,0,1,410,D,03,D,110,D,,A,,A,,A,,A
20212,04471234,55,0,1,420,D,02,D,65,D,,A,,A,,A,,A
20212,04471334,37,0,1,420,D,04,D,600,D,,A,,A,,A,,A
20212,04471414,54,0,1,420,D,04,D,75,D,,A,,A,,A,,A
20212,04471474,28,0,1,420,D,03,D,113,D,,A,,A,,A,,A
20212,04471524,33,0,1,410,D,04,D,20,D,,A,,A,,A,,A
20212,04471524,34,0,1,430,D,04,D,,H,405,D,415,D,,A,,A
20212,04471524,34,1,1,405,D,04,D,85,E,,A,,A,,A,,A
20212,04471524,34,2,1,420,D,04,D,35,E,,A,,A,,A,,A
20212,04471624,32,0,1,420,D,02,D,52,D,,A,,A,,A,,A
20212,04471694,60,0,1,420,D,03,D,72,D,,A,,A,,A,,A
20212,04471694,61,0,1,400,D,03,D,120,D,,A,,A,,A,,A
20212,04471694,62,0,1,400,D,03,D,120,D,,A,,A,,A,,A
20212,04471824,18,0,1,420,D,04,D,120,D,,A,,A,,A,,A
20212,04471834,45,0,1,420,D,03,D,90,D,,A,,A,,A,,A
20212,04471934,30,0,1,400,D,04,D,36,D,,A,,A,,A,,A
20212,04472024,18,0,1,410,D,04,D,64,D,,A,,A,,A,,A
20212,04472064,33,0,1,420,D,03,D,77,D,,A,,A,,A,,A
20212,04472064,34,0,1,410,D,02,D,40,D,,A,,A,,A,,A
20212,04472064,35,0,1,410,D,03,D,40,D,,A,,A,,A,,A
20212,04472064,36,0,1,420,D,02,D,140,D,,A,,A,,A,,A
20212,04472194,85,0,1,420,D,03,D,180,D,,A,,A,,A,,A
20212,04472264,23,0,1,420,D,02,D,300,D,,A,,A,,A,,A
20212,04472284,22,0,1,430,D,03,D,,H,410,D,425,D,405,D,415,D
20212,04472284,22,1,1,410,D,03,D,1012,E,,A,,A,,A,,A
20212,04472284,22,2,1,420,D,03,D,2017,E,,A,,A,,A,,A
20212,04472284,22,3,1,420,D,03,D,3471,E,,A,,A,,A,,A
20212,04472284,22,4,1,405,D,03,D,503,D,,A,,A,,A,,A
20212,04472384,60,0,1,420,D,04,D,250,D,,A,,A,,A,,A
20212,04472434,29,0,2,420,D,02,D,200,D,,A,,A,,A,,A
20212,04472434,30,0,2,420,D,02,D,213,F,,A,,A,,A,,A
20212,04472634,40,0,1,420,D,02,D,120,D,,A,,A,,A,,A
20212,04472634,41,0,1,420,D,02,D,42,D,,A,,A,,A,,A
20212,04472714,38,0,1,410,D,04,D,37,D,,A,,A,,A,,A
20212,04472714,39,0,1,420,D,03,D,179,D,,A,,A,,A,,A
20212,04503054,23,0,1,420,D,04,D,600,D,,A,,A,,A,,A
20212,04503164,43,0,2,405,D,03,D,398,D,,A,,A,,A,,A
20212,04503164,44,0,2,400,D,03,D,30,D,,A,,A,,A,,A
20212,04503304,50,0,1,430,D,05,D,,H,405,D,410,D,415,D,425,D
20212,04503304,50,1,1,420,D,05,D,811,E,,A,,A,,A,,A
20212,04503304,50,2,1,420,D,05,D,289,E,,A,,A,,A,,A
20212,04503344,24,0,1,400,D,04,D,10,D,,A,,A,,A,,A
20212,04503394,45,0,1,420,D,04,D,207,D,,A,,A,,A,,A
20212,04503524,41,0,1,405,D,03,D,250,D,,A,,A,,A,,A
20212,04503524,42,0,1,405,D,03,D,418,D,,A,,A,,A,,A
20212,04503524,43,0,1,430,D,03,D,,H,415,D,410,D,,A,,A
20212,04503524,43,1,1,420,D,03,D,100,E,,A,,A,,A,,A
20212,04503524,43,2,1,410,D,03,D,30,E,,A,,A,,A,,A
20212,04503534,41,0,1,410,D,05,D,50,D,,A,,A,,A,,A
20212,04503534,42,0,1,420,D,05,D,90,D,,A,,A,,A,,A
20212,04503614,28,0,1,410,D,03,D,26,D,,A,,A,,A,,A
20212,04503614,29,0,1,420,D,03,D,75,D,,A,,A,,A,,A
20212,04503624,28,0,1,420,D,05,D,150,D,,A,,A,,A,,A
20212,04503694,28,0,1,430,D,04,D,,H,410,D,415,D,,A,,A
20212,04503694,28,1,1,410,D,04,D,53,E,,A,,A,,A,,A
20212,04503694,28,2,1,420,D,04,D,747,E,,A,,A,,A,,A
20212,04503964,29,0,1,420,D,04,D,125,D,,A,,A,,A,,A
20212,04503964,30,0,1,420,D,05,D,63,D,,A,,A,,A,,A
20212,04504194,33,0,1,400,D,03,D,17,D,,A,,A,,A,,A
20212,04504194,34,0,1,420,D,04,D,340,D,,A,,A,,A,,A
20212,04504284,40,0,1,400,D,03,D,40,D,,A,,A,,A,,A
20212,04504394,40,0,1,410,D,04,D,70,D,,A,,A,,A,,A
20212,04504394,41,0,1,410,D,05,D,110,D,,A,,A,,A,,A
20212,04504554,58,0,1,420,D,05,D,60,D,,A,,A,,A,,A
20212,04504764,52,0,1,420,D,05,D,75,D,,A,,A,,A,,A
20212,04504924,22,0,1,420,D,03,D,100,D,,A,,A,,A,,A
20212,04504924,23,0,1,420,D,05,D,200,D,,A,,A,,A,,A
20212,04504974,26,0,1,410,D,03,D,35,D,,A,,A,,A,,A
20212,04504974,27,0,1,420,D,03,D,50,D,,A,,A,,A,,A
20212,04504974,28,0,1,405,D,03,D,500,D,,A,,A,,A,,A
20212,04505094,29,0,1,420,D,05,D,151,D,,A,,A,,A,,A
20212,04505184,21,0,2,410,D,03,D,20,D,,A,,A,,A,,A
20212,04505464,82,0,1,420,D,05,D,292,D,,A,,A,,A,,A
20212,04505464,83,0,2,400,D,03,D,27,D,,A,,A,,A,,A
20212,04505494,47,0,1,420,D,05,D,190,D,,A,,A,,A,,A
20212,04505574,37,0,1,420,D,05,D,72,D,,A,,A,,A,,A
20212,04505904,23,0,1,410,D,04,D,7,D,,A,,A,,A,,A
20212,04505904,24,0,1,420,D,04,D,77,D,,A,,A,,A,,A
20212,04505984,17,0,1,430,D,04,D,,H,400,D,415,D,,A,,A
20212,04505984,17,1,1,400,D,04,D,30,E,,A,,A,,A,,A
20212,04505984,17,2,1,420,D,04,D,60,E,,A,,A,,A,,A
20212,04506064,76,0,1,420,D,05,D,85,D,,A,,A,,A,,A
20212,04506084,68,0,1,430,D,05,D,,H,405,D,425,D,,A,,A
20212,04506084,68,1,1,420,D,05,D,1866,E,,A,,A,,A,,A
20212,04506084,68,2,1,405,D,05,D,466,D,,A,,A,,A,,A
20212,04506174,72,0,1,430,D,05,D,,H,425,D,405,D,415,D,,A
20212,04506174,72,1,1,420,D,05,D,690,E,,A,,A,,A,,A
20212,04506334,46,0,1,410,D,04,D,21,D,,A,,A,,A,,A
20212,04506334,47,0,1,410,D,04,D,21,D,,A,,A,,A,,A
20212,04506574,30,0,1,420,D,05,D,50,D,,A,,A,,A,,A
20212,04506824,26,0,2,430,D,03,D,,H,405,D,410,D,415,D,425,D
20212,04506824,26,1,2,410,D,03,D,401,E,,A,,A,,A,,A
20212,04506824,26,2,2,420,D,03,D,721,E,,A,,A,,A,,A
20212,04506824,26,3,2,420,D,03,D,1262,E,,A,,A,,A,,A
20212,04506824,26,4,2,405,D,03,D,316,D,,A,,A,,A,,A
20212,04506844,21,0,1,420,D,03,D,85,D,,A,,A,,A,,A
20212,04507034,46,0,1,420,D,04,D,122,D,,A,,A,,A,,A
20212,04507094,55,0,1,420,D,05,D,15,D,,A,,A,,A,,A
20212,04507164,29,0,1,410,D,05,D,45,D,,A,,A,,A,,A
20212,04507164,30,0,1,430,D,05,D,,H,405,D,410,D,415,D,425,D
20212,04507164,30,1,1,405,D,05,D,258,E,,A,,A,,A,,A
20212,04507164,30,2,1,410,D,05,D,47,E,,A,,A,,A,,A
20212,04507164,30,3,1,420,D,05,D,183,E,,A,,A,,A,,A
20212,04507164,30,4,1,420,D,05,D,212,E,,A,,A,,A,,A
20212,04507294,67,0,1,410,D,05,D,12,D,,A,,A,,A,,A
20212,04507374,29,0,1,420,D,03,D,120,D,,A,,A,,A,,A
20212,04507374,30,0,1,420,D,04,D,120,D,,A,,A,,A,,A
20212,04507414,35,0,1,420,D,05,D,106,D,,A,,A,,A,,A
20212,04507454,29,0,2,405,D,03,D,126,F,,A,,A,,A,,A
20212,04507474,41,0,2,420,D,03,D,26,D,,A,,A,,A,,A
20212,04507594,40,0,2,430,D,03,D,,H,415,D,405,D,410,D,,A
20212,04507594,40,1,2,410,D,03,D,35,F,,A,,A,,A,,A
20212,04507594,40,2,2,420,D,03,D,100,F,,A,,A,,A,,A
20212,04507984,57,0,1,420,D,04,D,260,D,,A,,A,,A,,A
20212,04507984,58,0,1,420,D,04,D,187,D,,A,,A,,A,,A
20212,04508234,35,0,1,420,D,05,D,85,D,,A,,A,,A,,A
20212,04508324,32,0,1,420,D,05,D,35,D,,A,,A,,A,,A
20212,04508334,36,0,1,420,D,05,D,58,D,,A,,A,,A,,A
20212,04508334,37,0,1,410,D,05,D,24,D,,A,,A,,A,,A
20212,04508354,44,0,2,410,D,03,D,21,D,,A,,A,,A,,A
20212,04508414,28,0,1,420,D,03,D,150,D,,A,,A,,A,,A
20212,04508464,61,0,1,420,D,05,D,77,D,,A,,A,,A,,A
20212,04508614,27,0,1,420,D,03,D,248,D,,A,,A,,A,,A
20212,04508614,28,0,2,420,D,03,D,248,D,,A,,A,,A,,A
20212,04508634,49,0,1,420,D,05,D,120,D,,A,,A,,A,,A
20212,04508724,60,0,1,420,D,05,D,120,D,,A,,A,,A,,A
