QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,EDUC_AY,EDUC_AY_,EDUCGFTC,EDUC_FTC,EDSCHL_A,EDSC_L_A,EDMONTHA,EDMO_THA,EDREIMBX,EDRE_MBX,JEDUCNET,JEDU_NET,EDUC_A1,EDUC_A1_,EDUC_A2,EDUC_A2_,EDUC_A3,EDUC_A3_,EDUC_A4,EDUC_A4_,EDUC_A5,EDUC_A5_,EDUC_A6,EDUC_A6_,EDUC_A7,EDUC_A7_,EDUC_A8,EDUC_A8_,EDUC_A9,EDUC_A9_
20212,04421934,7,5,1,360,D,1,D,1,D,01,D,,A,104,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421984,5,0,1,100,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421984,6,0,1,360,D,1,D,2,D,02,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04421984,7,0,2,100,D,1,D,,A,01,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422024,5,0,1,355,D,1,D,2,D,01,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422024,6,0,1,358,D,1,D,,A,02,D,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422044,7,0,1,200,D,1,D,,A,13,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422044,8,0,1,100,D,1,D,,A,13,D,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422044,9,0,1,100,D,1,D,,A,13,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422264,11,0,1,358,D,1,D,,A,13,D,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422444,8,0,1,100,D,1,D,,A,13,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422504,7,0,1,300,D,1,D,2,D,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422804,12,0,1,100,D,1,D,,A,13,D,,A,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422864,11,0,1,100,D,1,D,,A,13,D,,A,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422894,7,0,1,300,D,2,D,1,D,01,D,,A,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04422894,8,0,1,360,D,2,D,1,D,03,D,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423274,6,0,1,200,D,1,D,,A,13,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,7,0,1,300,D,1,D,1,D,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423474,8,0,1,355,D,1,D,1,D,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423624,3,0,1,200,D,1,D,,A,13,D,,A,610,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423744,5,0,1,355,D,1,D,1,D,01,D,80,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04423904,6,0,2,300,D,2,D,1,D,01,D,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424104,5,0,1,300,D,1,D,1,D,03,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424104,6,0,1,355,D,1,D,1,D,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424544,6,0,1,100,D,1,D,,A,01,D,,A,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04424844,5,0,1,358,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425024,5,0,2,300,D,2,D,1,D,01,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425414,10,0,1,358,D,1,D,,A,02,D,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425514,4,0,1,100,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04425754,4,0,1,300,D,1,D,4,D,13,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426254,5,0,1,300,D,1,D,1,D,13,D,,A,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04426344,5,0,1,100,D,1,D,,A,13,D,,A,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427174,4,0,1,100,D,1,D,,A,03,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427564,16,0,1,300,D,1,D,1,D,01,D,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427564,17,0,1,310,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427564,18,0,1,320,D,1,D,,A,13,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04427564,19,0,1,355,D,1,D,1,D,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428064,5,0,2,380,D,1,D,,A,01,D,,A,,H,380,D,100,D,,A,,A,,A,,A,,A,,A,,A
20212,04428064,5,1,2,100,D,1,D,,A,01,D,,A,53,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428064,5,2,2,320,D,1,D,,A,01,D,,A,34,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428064,5,3,2,358,D,1,D,,A,01,D,,A,13,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428654,7,0,1,300,D,1,D,1,D,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428664,6,0,1,100,D,1,D,,A,02,D,,A,388,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428664,7,0,1,100,D,1,D,,A,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428664,8,0,1,100,D,1,D,,A,03,D,,A,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428874,14,0,1,100,D,1,D,,A,01,D,,A,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428874,15,0,1,300,D,2,D,1,D,13,D,,A,2658,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428874,16,0,1,310,D,2,D,,A,13,D,,A,744,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428874,17,0,1,320,D,2,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428874,18,0,2,300,D,2,D,1,D,01,D,,A,2650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428924,7,0,1,200,D,1,D,,A,13,D,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04428984,2,0,1,100,D,1,D,,A,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429174,6,0,1,355,D,1,D,2,D,03,D,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429434,3,0,1,200,D,1,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429634,3,0,1,310,D,1,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429714,8,0,1,200,D,1,D,,A,13,D,,A,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429764,6,0,1,300,D,2,D,2,D,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429764,7,0,1,355,D,2,D,2,D,13,D,,A,200,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429944,2,0,1,380,D,2,D,1,D,01,D,,A,,H,360,D,355,D,300,D,,A,,A,,A,,A,,A,,A
20212,04429944,2,1,1,360,D,2,D,1,D,01,D,,A,169,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429944,2,2,1,355,D,2,D,1,D,01,D,,A,151,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429944,2,3,1,300,D,2,D,1,D,01,D,,A,2180,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04429964,2,0,1,360,D,1,D,2,D,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430374,14,0,1,100,D,1,D,,A,01,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430434,11,0,1,300,D,1,D,1,D,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430434,12,0,1,360,D,1,D,1,D,01,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430494,7,0,1,300,D,1,D,1,D,02,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430494,8,0,1,300,D,1,D,2,D,13,D,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04430494,9,0,2,300,D,1,D,1,D,01,D,,A,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431344,11,0,1,300,D,1,D,1,D,03,D,,A,956,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431344,12,0,1,300,D,1,D,1,D,03,D,,A,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431344,13,0,1,300,D,1,D,1,D,03,D,,A,297,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431544,12,0,1,300,D,1,D,1,D,02,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431554,2,0,1,300,D,1,D,1,D,01,D,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431554,3,0,1,300,D,1,D,1,D,01,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431564,2,0,1,300,D,1,D,1,D,01,D,,A,10250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431564,3,0,1,355,D,1,D,1,D,01,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431664,5,0,1,200,D,1,D,,A,13,D,,A,560,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04431744,2,0,1,360,D,1,D,2,D,03,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461284,5,0,1,100,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461324,5,0,1,360,D,1,D,1,D,02,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461574,4,0,1,200,D,2,D,,A,13,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461594,15,0,1,300,D,2,D,1,D,02,D,,A,1646,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461774,6,0,1,200,D,1,D,,A,13,D,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461814,18,0,1,200,D,1,D,,A,03,D,,A,485,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461834,7,0,1,200,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461834,8,0,1,100,D,1,D,,A,04,D,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461854,5,0,1,345,D,1,D,,A,13,D,,A,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461874,5,0,1,380,D,1,D,,A,04,D,,A,,H,355,D,100,D,,A,,A,,A,,A,,A,,A,,A
20212,04461874,5,1,1,355,D,1,D,6,D,04,D,,A,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04461874,5,2,1,100,D,1,D,,A,04,D,,A,35,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04462604,5,0,1,100,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04462674,3,0,1,358,D,1,D,,A,03,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04462814,8,0,1,300,D,1,D,1,D,03,D,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463044,8,0,1,355,D,2,D,1,D,04,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463124,11,0,1,300,D,2,D,2,D,13,D,,A,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463124,12,0,1,360,D,2,D,2,D,02,D,,A,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463414,9,0,1,100,D,2,D,,A,13,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463414,10,0,1,360,D,2,D,2,D,04,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463554,6,0,1,300,D,1,D,2,D,04,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463584,5,0,1,300,D,1,D,1,D,03,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04463904,2,0,1,360,D,1,D,1,D,04,D,,A,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464204,6,0,1,100,D,1,D,,A,03,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464224,2,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464384,9,0,1,100,D,1,D,,A,03,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464384,10,0,1,100,D,1,D,,A,04,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464384,11,0,1,100,D,1,D,,A,03,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464524,8,0,1,300,D,1,D,1,D,13,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464534,6,0,1,100,D,1,D,,A,13,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464574,6,0,1,200,D,1,D,,A,13,D,,A,880,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464784,3,0,1,380,D,2,D,1,D,03,D,,A,,H,300,D,310,D,320,D,,A,,A,,A,,A,,A,,A
20212,04464784,3,1,1,300,D,2,D,1,D,03,D,,A,14117,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464784,3,2,1,310,D,2,D,1,D,03,D,,A,5883,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464924,3,0,1,358,D,1,D,,A,03,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464994,6,0,1,360,D,1,D,6,D,13,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04464994,7,0,1,360,D,1,D,6,D,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465024,11,0,1,100,D,1,D,,A,04,D,,A,96,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465534,5,0,1,100,D,1,D,,A,13,D,,A,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465814,7,0,1,300,D,1,D,2,D,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465824,8,0,1,200,D,1,D,,A,13,D,,A,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465884,10,0,1,100,D,1,D,,A,13,D,,A,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465884,11,0,1,360,D,1,D,2,D,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04465914,6,0,1,360,D,1,D,1,D,13,D,,A,236,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466164,4,0,1,300,D,1,D,2,D,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466544,3,0,1,380,D,1,D,,A,02,D,,A,,H,380,D,345,D,,A,,A,,A,,A,,A,,A,,A
20212,04466544,3,1,1,100,D,1,D,,A,02,D,,A,37,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466544,3,2,1,200,D,1,D,,A,02,D,,A,219,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466544,3,3,1,345,D,1,D,,A,02,D,,A,44,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466614,7,0,1,200,D,1,D,,A,13,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466944,6,0,1,300,D,1,D,1,D,03,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04466944,7,0,1,355,D,1,D,5,D,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467504,7,0,1,100,D,1,D,,A,04,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467504,8,0,1,100,D,1,D,,A,03,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467514,10,0,1,100,D,1,D,,A,13,D,,A,169,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467514,11,0,1,100,D,2,D,,A,04,D,,A,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04467914,4,0,1,355,D,1,D,1,D,03,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468024,8,0,1,200,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468144,13,0,2,300,D,1,D,5,D,02,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468204,11,0,1,100,D,1,D,,A,02,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04468984,10,0,1,200,D,1,D,,A,13,D,,A,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469074,9,0,1,360,D,1,D,2,D,04,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469114,6,0,1,100,D,1,D,,A,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469814,5,0,1,100,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469814,6,0,1,358,D,1,D,,A,03,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04469984,9,0,1,358,D,1,D,,A,02,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470584,6,0,1,200,D,1,D,,A,13,D,,A,1192,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470654,6,0,1,100,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470744,5,0,1,370,D,1,D,1,D,02,D,,A,,H,355,D,300,D,,A,,A,,A,,A,,A,,A,,A
20212,04470744,5,1,1,355,D,1,D,1,D,02,D,,A,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470744,5,2,1,300,D,1,D,1,D,02,D,,A,105,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470794,12,0,1,100,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470794,13,0,1,100,D,1,D,,A,13,D,,A,918,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470794,14,0,1,360,D,1,D,2,D,13,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04470794,15,0,2,300,D,1,D,1,D,02,D,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471054,11,0,1,100,D,1,D,,A,13,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471184,6,0,1,300,D,1,D,1,D,02,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471334,6,0,1,355,D,1,D,1,D,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471414,3,0,1,358,D,1,D,,A,02,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471414,4,0,1,100,D,1,D,,A,02,D,,A,1050,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471554,4,0,1,100,D,1,D,,A,04,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471554,5,0,1,100,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471554,6,0,2,100,D,1,D,,A,02,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471614,3,0,1,300,D,1,D,2,D,04,D,,A,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471624,8,0,1,100,D,1,D,,A,03,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471854,8,0,1,300,D,1,D,2,D,02,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471854,9,0,1,300,D,1,D,2,D,03,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471854,10,0,1,300,D,1,D,2,D,04,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04471984,6,0,1,100,D,1,D,,A,13,D,,A,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472174,4,0,1,358,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472474,9,0,1,358,D,1,D,,A,03,D,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472484,14,0,1,300,D,1,D,1,D,02,D,,A,845,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04472584,6,0,1,300,D,1,D,2,D,13,D,,A,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503314,5,0,1,300,D,1,D,1,D,05,D,,A,12000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503344,2,0,1,370,D,1,D,1,D,05,D,,A,,H,355,D,300,D,,A,,A,,A,,A,,A,,A,,A
20212,04503344,2,1,1,355,D,1,D,1,D,05,D,,A,58,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503344,2,2,1,300,D,1,D,1,D,05,D,,A,822,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503394,4,0,1,100,D,1,D,,A,13,D,,A,1294,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503484,4,0,1,300,D,1,D,1,D,05,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503534,11,0,1,300,D,1,D,1,D,05,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04503714,5,0,1,200,D,1,D,,A,13,D,,A,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504054,5,0,1,100,D,1,D,,A,03,D,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504154,4,0,1,300,D,1,D,5,D,13,D,,A,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504164,5,0,1,200,D,1,D,,A,13,D,,A,1960,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504444,3,0,1,300,D,1,D,2,D,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04504504,8,0,1,300,D,1,D,1,D,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505054,4,0,1,100,D,1,D,,A,13,D,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20212,04505444,7,0,1,300,D,1,D,1,D,05,D,,A,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
