QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_
20212,04420594,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20212,04420594,18,0,1,,A,,A,,A,1,D,2,D,,A,107,D,107,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420604,15,0,1,,A,,A,,A,1,D,2,D,,A,10,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420604,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D
20212,04420624,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,86,D,86,D,86,D,,A,1,D
20212,04420644,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20212,04420704,45,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,140,D,140,D,,A,1,D
20212,04420704,46,0,1,,A,,A,,A,1,D,2,D,,A,73,D,73,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420724,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20212,04420724,27,0,1,,A,,A,,A,1,D,2,D,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420744,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20212,04420744,13,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420754,32,0,1,,A,,A,,A,1,D,2,D,,A,95,D,95,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420754,33,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,98,D,98,D,98,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420754,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,1,D
20212,04420814,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,56,D,,A,1,D
20212,04420814,16,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420834,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,114,D,114,D,114,D,,A,1,D
20212,04420834,32,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420854,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,140,D,140,D,,A,1,D
20212,04420854,23,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420914,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20212,04420914,26,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04420984,9,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,68,D,68,D,68,D,,A,,A,,A,,A,1,D
20212,04421004,22,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,206,D,206,D,185,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421004,23,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,31,D,31,D,31,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421004,24,0,1,,A,1,D,,A,1,D,2,D,,A,78,E,78,E,78,E,,A,,A,,A,54,E,54,E,54,E,,A,,A,,A,2,D,1,D
20212,04421024,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,72,D,72,D,72,D,,A,1,D
20212,04421024,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,72,D,72,D,72,D,,A,1,D
20212,04421044,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D
20212,04421044,41,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421084,14,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,16,D,16,D,16,D,,A,,A,,A,,A,1,D
20212,04421084,15,0,1,,A,,A,,A,1,D,1,D,,A,75,E,75,E,75,E,110,E,110,E,110,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421084,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,22,D,22,D,22,D,,A,1,D
20212,04421094,41,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20212,04421094,42,0,1,,A,,A,,A,1,D,1,D,,A,34,E,34,E,34,E,51,E,51,E,51,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421114,25,0,1,,A,1,D,,A,1,D,1,D,,A,80,E,80,E,82,E,125,E,125,E,125,E,45,E,45,E,43,E,,A,,A,,A,2,D,1,D
20212,04421114,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20212,04421124,16,0,1,,A,,A,2,D,1,D,1,D,,A,85,E,87,E,92,E,153,E,147,E,137,E,,A,,A,,A,162,E,166,E,171,E,2,D,1,D
20212,04421134,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D
20212,04421134,26,0,1,,A,1,D,,A,1,D,1,D,,A,9,G,10,G,10,G,21,G,22,G,22,G,10,G,8,G,8,G,,A,,A,,A,2,D,1,D
20212,04421194,50,0,1,,A,1,D,,A,1,D,1,D,,A,72,E,70,E,70,E,134,E,135,E,135,E,74,E,75,E,75,E,,A,,A,,A,2,D,1,D
20212,04421194,51,0,1,,A,,A,2,D,1,D,2,D,,A,93,E,95,E,96,E,,A,,A,,A,,A,,A,,A,187,E,185,E,184,E,2,D,1,D
20212,04421214,38,0,1,0.15,D,1,D,,A,1,D,1,D,,A,25,E,23,E,24,E,43,E,43,E,44,E,31,E,33,E,31,E,,A,,A,,A,2,D,1,D
20212,04421214,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,16,D,15,D,,A,1,D
20212,04421234,66,0,1,,A,1,D,,A,1,D,1,D,,A,79,E,81,E,79,E,121,E,119,E,119,E,103,E,103,E,105,E,,A,,A,,A,1,D,1,D
20212,04421264,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D
20212,04421264,11,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421284,9,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421304,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,1,D
20212,04421304,20,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421344,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,198,D,198,D,198,D,,A,1,D
20212,04421344,23,0,1,,A,,A,,A,1,D,1,D,,A,30,E,30,E,32,E,59,E,59,E,57,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421354,32,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,370,T,367,T,368,T,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421354,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,280,D,280,D,280,D,,A,1,D
20212,04421354,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20212,04421374,15,0,1,,A,,A,,A,1,D,2,D,,A,304,T,308,T,288,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421384,7,0,1,,A,1,D,,A,2,D,1,D,,A,,A,,A,,A,108,E,109,E,109,E,39,E,38,E,38,E,,A,,A,,A,2,D,1,D
20212,04421464,17,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,370,T,367,T,368,T,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421464,18,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421494,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20212,04421494,35,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421534,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20212,04421534,32,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421554,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20212,04421554,11,0,1,,A,,A,,A,1,D,2,D,,A,10,D,10,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421564,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20212,04421564,14,0,1,,A,,A,,A,1,D,1,D,,A,39,E,38,E,39,E,56,E,57,E,56,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421574,47,0,1,,A,,A,2,D,1,D,2,D,,A,45,D,75,D,75,D,,A,,A,,A,,A,,A,,A,138,D,158,D,122,D,1,D,1,D
20212,04421574,48,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,129,D,179,D,153,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421584,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D
20212,04421584,14,0,1,,A,,A,,A,1,D,1,D,,A,43,E,43,E,42,E,87,E,87,E,88,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421614,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20212,04421614,23,0,1,,A,,A,,A,1,D,1,D,,A,50,E,50,E,50,E,69,E,69,E,69,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20212,04421624,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,107,D,107,D,107,D,,A,1,D
20212,04421634,35,0,1,,A,,A,2,D,1,D,2,D,,A,109,E,110,E,110,E,,A,,A,,A,,A,,A,,A,248,E,255,E,257,E,2,D,1,D
20212,04421644,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20212,04421644,15,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421664,58,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20212,04421664,59,0,1,,A,1,D,,A,1,D,1,D,,A,57,E,56,E,57,E,109,E,109,E,109,E,39,E,40,E,39,E,,A,,A,,A,2,D,1,D
20212,04421664,60,0,1,,A,,A,,A,1,D,1,D,,A,44,E,44,E,45,E,85,E,85,E,84,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421674,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,163,D,164,D,162,D,,A,1,D
20212,04421674,39,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421794,17,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,101,D,101,D,101,D,,A,,A,,A,,A,1,D
20212,04421794,18,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421804,25,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,,A,,A,1,D
20212,04421804,26,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421834,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20212,04421834,23,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421864,23,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,223,D,223,D,223,D,,A,,A,,A,,A,1,D
20212,04421874,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,1,D
20212,04421874,38,0,1,,A,,A,,A,1,D,1,D,,A,38,E,39,E,37,E,64,E,63,E,65,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421904,10,0,1,,A,,A,,A,1,D,1,D,,A,47,E,46,E,47,E,85,E,86,E,85,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421904,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20212,04421914,40,0,1,,A,,A,,A,1,D,1,D,,A,75,E,76,E,76,E,155,E,154,E,154,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421934,37,0,1,,A,,A,,A,1,D,2,D,,A,101,D,101,D,101,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421934,38,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,146,D,146,D,146,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421934,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20212,04421944,28,0,1,,A,1,D,,A,1,D,1,D,,A,50,E,51,E,50,E,88,E,88,E,89,E,47,E,46,E,46,E,,A,,A,,A,2,D,1,D
20212,04421944,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20212,04421954,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D
20212,04421954,31,0,1,,A,,A,,A,1,D,1,D,,A,77,E,79,E,87,E,137,E,135,E,127,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04421974,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20212,04421974,14,0,1,,A,,A,,A,1,D,2,D,,A,23,D,23,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04421984,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20212,04421984,33,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422014,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20212,04422014,29,0,1,,A,,A,2,D,1,D,2,D,,A,8,E,9,E,9,E,,A,,A,,A,,A,,A,,A,17,E,16,E,16,E,2,D,1,D
20212,04422024,17,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422034,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20212,04422034,24,0,1,,A,,A,,A,1,D,2,D,,A,64,D,64,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422044,44,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D
20212,04422044,45,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422064,22,0,1,,A,,A,,A,1,D,1,D,,A,137,E,137,E,137,E,173,E,173,E,173,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04422094,15,0,1,,A,,A,2,D,1,D,2,D,,A,78,E,78,E,78,E,,A,,A,,A,,A,,A,,A,122,E,122,E,122,E,2,D,1,D
20212,04422134,22,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,,A,,A,1,D
20212,04422134,23,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422164,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,135,D,135,D,135,D,,A,1,D
20212,04422184,51,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,235,D,236,D,236,D,,A,1,D
20212,04422184,52,0,1,,A,,A,,A,1,D,1,D,,A,73,E,72,E,75,E,140,E,138,E,144,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04422264,36,0,1,,A,,A,,A,1,D,1,D,,A,72,E,72,E,72,E,138,E,138,E,138,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04422264,37,0,1,,A,,A,2,D,1,D,2,D,,A,60,E,61,E,61,E,,A,,A,,A,,A,,A,,A,120,E,119,E,119,E,2,D,1,D
20212,04422274,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D
20212,04422314,28,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422314,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20212,04422324,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,174,D,239,D,196,D,,A,1,D
20212,04422324,21,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422324,22,0,1,,A,,A,,A,1,D,2,D,,A,114,D,114,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422364,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20212,04422364,32,0,1,,A,,A,,A,1,D,1,D,,A,67,E,70,E,76,E,121,E,118,E,112,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20212,04422414,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D
20212,04422434,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D
20212,04422434,27,0,1,,A,1,D,,A,1,D,1,D,,A,69,E,71,E,69,E,101,E,99,E,101,E,55,E,55,E,55,E,,A,,A,,A,2,D,1,D
20212,04422444,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D
20212,04422484,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D
20212,04422484,18,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20212,04422504,49,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D
20212,04422504,50,0,1,,A,,A,,A,1,D,1,D,,A,40,D,40,D,40,D,76,D,81,D,57,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20212,04422534,16,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,,A,,A,,A,1,D
