QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRMISCX,TRMISCX_,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20191,03911174,16,0,1,1,D,1,D,1,D,12,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D
20191,03911264,30,0,2,1,D,2,D,1,D,11,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,60,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,F,,A,,A,,A,,A,44,F,175,F,,A
20191,03911294,30,0,2,1,D,1,D,1,D,11,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,280,D
20191,03911334,49,0,1,1,D,2,D,1,D,12,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03912034,61,0,1,1,D,4,D,1,D,12,D,6,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,169,D,1518,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,F,118,D,270,D,,A,,A,,A,438,F,126,D
20191,03912034,62,0,1,1,D,5,D,1,D,01,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,805,D,50,F,,A,,A,,A,,A,,A,100,F,,A
20191,03912034,63,0,2,1,D,4,D,1,D,11,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,118,D,880,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1009,D,187,D,,A,,A,,A,168,D,,A,6,D,,A
20191,03912084,30,0,2,2,D,2,D,1,D,11,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,19,D,,A,30,D,,A,,A,140,D,181,D
20191,03912174,50,0,1,1,D,2,D,1,D,11,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20191,03912234,32,0,1,1,D,1,D,1,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20191,03912424,60,0,2,1,D,3,D,1,D,11,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,05,D,06,D,,A,,A,,A,,A,,A,16,D,,A,,A,5600,D,,A,,A,300,D,433,D,,A,,A,,A,,A,83,F,,A,,A,5720,T,200,D,200,D,,A,100,D,100,D,,A,800,D,400,D
20191,03912444,56,0,1,1,D,2,D,1,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,12,D,70,D,,A
20191,03912484,22,0,1,1,D,2,D,1,D,11,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,83,D,,A,,A,,A,,A,,A,,A,8,D,,A
20191,03912484,23,0,2,1,D,1,D,1,D,11,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,,A,,A,83,D,,A,,A,,A,,A,,A,,A,10,D,,A
20191,03912584,18,0,1,1,D,1,D,1,D,01,D,24,D,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,50,D,200,D
20191,03912644,34,0,1,1,D,3,D,1,D,12,D,12,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,70,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,30,D,35,D,,A,,A,,A,,A,120,D,115,D
20191,03912644,35,0,1,1,D,4,D,1,D,01,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,25,D,,A,60,D,,A
20191,03912644,36,0,2,1,D,2,D,1,D,11,D,2,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,20,D,350,D,,A,,A,,A,40,D,,A,,A,,A,,A,10,D,,A,,A,0,D,20,D,,A,,A,20,D,50,D,,A,60,D,,A
20191,03922854,37,0,1,1,D,1,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,420,D,,A,,A,,A,,A,,A,,A,,A,,A,37,D,,A,,A,5720,T,80,D,,A,,A,,A,,A,,A,320,D,150,D
20191,03922894,82,0,1,1,D,1,D,1,D,12,D,6,D,1,D,1,D,1,D,2,D,01,D,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,17,D,261,G,1818,G,380,G,32,G,238,G,,A,,A,,A,,A,,A,,A,,A,,A,1176,G,154,G,,A,,A,180,D,30,D,,A,591,G,22,D
20191,03922894,83,0,1,1,D,2,D,1,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,260,D,,A,,A,30,D,,A,,A,,A,150,D,,A
20191,03922954,25,0,1,1,D,1,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03923004,42,0,2,1,D,1,D,1,D,12,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,16,D,,A,,A,400,D,,A,,A,,A,52,F,,A,,A,,A,,A,6,D,,A,,A,,A,,A,50,D,,A,,A,20,D,,A,,A,150,D
20191,03923044,70,0,1,1,D,2,D,1,D,12,D,8,D,,A,,A,,A,,A,,A,02,D,,A,04,D,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,500,D,,A,120,D,,A,225,D,,A,,A,,A,,A,70,D,,A,96,D,450,D,25,D,20,D,,A,,A,,A,200,D,375,D,105,D
20191,03923044,71,0,1,1,D,3,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,275,D,,A,,A,,A,220,D,,A,,A,,A,,A,35,D,,A,,A,380,D,,A,,A,,A,,A,,A,50,D,100,D,200,D
20191,03923154,38,0,1,1,D,1,D,1,D,02,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,700,D,30,D,15,D,,A,,A,33,D,,A,70,D,35,D
20191,03923194,20,0,1,1,D,1,D,1,D,02,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,18,D,,A,,A,,A,,A,,A,200,D,,A,,A,,A
20191,03923254,47,0,1,1,D,1,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,161,D,13,D,,A,,A,1000,D,60,D,40,D,,A,240,D,,A,700,D,140,D,160,D
20191,03923384,33,0,1,2,D,1,D,1,D,12,D,9,D,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,63,D,,A,,A,,A,100,D,,A,,A,8,D,138,D,,A,548,D,,A
20191,03923404,39,0,1,1,D,1,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,1250,D,,A,,A,,A,,A,,A,,A,,A,,A,140,D,,A,,A,,A,100,D,,A,,A,,A,,A,,A,650,D,350,D
20191,03923404,40,0,1,1,D,2,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,1150,D,40,D,,A,,A,,A,,A,,A,210,D,110,D
20191,03923504,45,0,1,1,D,2,D,1,D,01,D,12,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,29,F,,A,,A,,A,,A,66,F,,A,,A,,A,15,F,40,F,,A,113,F,100,D,500,D,25,F,10,F
20191,03923504,46,0,1,1,D,3,D,1,D,02,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,198,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,F,,A
20191,03923974,54,0,1,1,D,3,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,1550,D,,A,,A,,A,60,D,108,D,1460,D,96,D,,A
20191,03924094,31,0,1,1,D,1,D,1,D,01,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,100,D,150,D,190,D,,A
20191,03924234,20,0,1,1,D,1,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20191,03924304,34,0,1,1,D,1,D,1,D,01,D,3,D,2,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,34,G,72,G,66,G,6,G,957,G,0,D,,A,,A,,A,,A,30,D,,A,,A,65,G,,A,,A,,A,,A,,A,,A,300,D,100,D
20191,03924384,39,0,1,1,D,2,D,1,D,12,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,310,D,,A,,A,0,D,,A,,A,450,D,,A,,A,,A,,A,200,D
20191,03924384,40,0,1,1,D,3,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,12,D,,A,,A,,A,40,D,,A,,A,,A,100,D
20191,03924384,41,0,1,1,D,4,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,,A,,A,95,D,,A,,A,,A,,A,,A,,A,,A,50,D
20191,03924394,34,0,1,1,D,2,D,1,D,02,D,7,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,36,G,640,G,275,G,36,G,583,G,,A,,A,,A,,A,,A,,A,,A,,A,329,G,25,G,,A,,A,115,D,,A,,A,76,G,,A
20191,03924444,34,0,1,1,D,1,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,160,D,,A,,A,,A,,A,,A,,A,25,D,2,D
