QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20223,05025984,36,7,1,16,E,190,D
20223,05026622,80,0,1,,H,,A
20223,05026622,80,1,1,122,E,100,D
20223,05026622,80,2,1,26,E,110,D
20223,05026622,80,3,1,44,E,120,D
20223,05026622,80,4,1,206,E,130,D
20223,05026622,80,5,1,6,E,140,D
20223,05026622,80,6,1,374,E,150,D
20223,05026622,80,7,1,45,E,160,D
20223,05026622,80,8,1,12,E,170,D
20223,05026622,80,9,1,128,E,180,D
20223,05026622,80,10,1,37,E,190,D
20223,05027522,49,0,1,,H,,A
20223,05027522,49,1,1,39,G,100,D
20223,05027522,49,2,1,7,G,110,D
20223,05027522,49,3,1,19,G,120,D
20223,05027522,49,4,1,83,G,130,D
20223,05027522,49,5,1,2,G,140,D
20223,05027522,49,6,1,126,G,150,D
20223,05027522,49,7,1,18,G,160,D
20223,05027522,49,8,1,24,G,170,D
20223,05027522,49,9,1,16,G,190,D
20223,05027522,49,10,1,16,G,210,D
20223,05027522,49,11,1,13,G,220,D
20223,05027562,49,0,1,,H,,A
20223,05027562,49,1,1,66,E,100,D
20223,05027562,49,2,1,15,E,110,D
20223,05027562,49,3,1,154,E,130,D
20223,05027782,43,0,1,,H,,A
20223,05027782,43,1,1,244,E,100,D
20223,05027782,43,2,1,43,E,110,D
20223,05027782,43,3,1,89,E,120,D
20223,05027782,43,4,1,412,E,130,D
20223,05027782,43,5,1,13,E,140,D
20223,05027782,43,6,1,748,E,150,D
20223,05027782,43,7,1,90,E,160,D
20223,05027782,43,8,1,25,E,170,D
20223,05027782,43,9,1,257,E,180,D
20223,05027782,43,10,1,79,E,190,D
20223,05028592,24,0,1,,H,,A
20223,05028592,24,1,1,209,E,120,D
20223,05028592,24,2,1,30,E,140,D
20223,05028592,24,3,1,1727,E,150,D
20223,05028592,24,4,1,209,E,160,D
20223,05028592,24,5,1,58,E,170,D
20223,05028592,24,6,1,593,E,180,D
20223,05028592,24,7,1,174,E,190,D
20223,05032272,31,0,1,,H,,A
20223,05032272,31,1,1,93,E,100,D
20223,05032272,31,2,1,27,E,110,D
20223,05032272,31,3,1,51,E,120,D
20223,05032272,31,4,1,6,E,140,D
20223,05032272,31,5,1,385,E,150,D
20223,05032272,31,6,1,18,E,160,D
20223,05032272,31,7,1,20,E,170,D
20223,05032272,31,8,1,57,E,180,D
20223,05032272,31,9,1,43,E,190,D
20223,05032692,32,0,1,,C,,A
20223,05033602,41,0,1,,H,,A
20223,05033602,41,1,1,130,E,100,D
20223,05033602,41,2,1,23,E,110,D
20223,05033602,41,3,1,52,E,120,D
20223,05033602,41,4,1,7,E,140,D
20223,05033602,41,5,1,400,E,150,D
20223,05033602,41,6,1,48,E,160,D
20223,05033602,41,7,1,13,E,170,D
20223,05033602,41,8,1,137,E,180,D
20223,05033602,41,9,1,40,E,190,D
20223,05034552,26,0,1,,H,,A
20223,05034552,26,1,1,19,E,100,D
20223,05034552,26,2,1,3,E,110,D
20223,05034552,26,3,1,8,E,120,D
20223,05034552,26,4,1,37,E,130,D
20223,05034552,26,5,1,57,E,150,D
20223,05034552,26,6,1,8,E,160,D
20223,05034552,26,7,1,11,E,170,D
20223,05034552,26,8,1,7,E,190,D
20223,05034992,7,0,1,,H,,A
20223,05034992,7,1,1,11,E,100,D
20223,05034992,7,2,1,1,E,110,D
20223,05034992,7,3,1,4,E,120,D
20223,05034992,7,4,1,16,E,130,D
20223,05034992,7,5,1,9,E,150,D
20223,05034992,7,6,1,2,E,190,D
20223,05034992,7,7,1,4,E,210,D
20223,05034992,7,8,1,3,E,220,D
20223,05037072,39,0,1,,H,,A
20223,05037072,39,1,1,33,E,100,D
20223,05037072,39,2,1,8,E,110,D
20223,05037072,39,3,1,24,E,120,D
20223,05037072,39,4,1,88,E,130,D
20223,05037072,39,5,1,2,E,140,D
20223,05037072,39,6,1,133,E,150,D
20223,05037072,39,7,1,19,E,160,D
20223,05037072,39,8,1,26,E,170,D
20223,05037072,39,9,1,17,E,190,D
20223,05039552,38,0,1,,H,,A
20223,05039552,38,1,1,20,E,100,D
20223,05039552,38,2,1,2,E,110,D
20223,05039552,38,3,1,5,E,120,D
20223,05039552,38,4,1,47,E,150,D
20223,05039552,38,5,1,5,E,160,D
20223,05039552,38,6,1,1,E,170,D
20223,05039552,38,7,1,16,E,180,D
20223,05039552,38,8,1,4,E,190,D
20223,05041752,63,0,1,,H,,A
20223,05041752,63,1,1,92,E,120,D
20223,05041752,63,2,1,10,E,140,D
20223,05041752,63,3,1,660,E,150,D
20223,05041752,63,4,1,32,E,160,D
20223,05041752,63,5,1,34,E,170,D
20223,05041752,63,6,1,99,E,180,D
20223,05041752,63,7,1,73,E,190,D
20223,05044992,50,0,1,,H,,A
20223,05044992,50,1,1,31,E,100,D
20223,05044992,50,2,1,7,E,110,D
20223,05044992,50,3,1,19,E,120,D
20223,05044992,50,4,1,91,E,130,D
20223,05044992,50,5,1,2,E,140,D
20223,05044992,50,6,1,126,E,150,D
20223,05044992,50,7,1,18,E,160,D
20223,05044992,50,8,1,24,E,170,D
20223,05044992,50,9,1,16,E,190,D
20223,05044992,50,10,1,16,E,210,D
20223,05044992,50,11,1,13,E,220,D
20223,05090901,47,0,1,,H,,A
20223,05090901,47,1,1,32,E,210,D
20223,05090901,47,2,1,18,E,220,D
20223,05091241,40,0,1,,H,,A
20223,05091241,40,1,1,27,E,120,D
20223,05091241,40,2,1,4,E,140,D
20223,05091241,40,3,1,233,E,150,D
20223,05091241,40,4,1,27,E,160,D
20223,05091241,40,5,1,7,E,170,D
20223,05091241,40,6,1,79,E,180,D
20223,05091241,40,7,1,23,E,190,D
20223,05092781,27,0,1,,H,,A
20223,05092781,27,1,1,719,E,100,D
20223,05092781,27,2,1,169,E,110,D
20223,05092781,27,3,1,372,E,210,D
20223,05092781,27,4,1,840,E,220,D
20223,05093191,44,0,1,,H,,A
20223,05093191,44,1,1,32,E,120,D
20223,05093191,44,2,1,3,E,140,D
20223,05093191,44,3,1,213,E,150,D
20223,05093191,44,4,1,32,E,160,D
20223,05093191,44,5,1,19,E,170,D
20223,05093191,44,6,1,75,E,180,D
20223,05093191,44,7,1,26,E,190,D
20223,05093271,30,0,1,,H,,A
20223,05093271,30,1,1,218,E,100,D
20223,05093271,30,2,1,52,E,110,D
20223,05093271,30,3,1,119,E,120,D
20223,05093271,30,4,1,392,E,130,D
20223,05093271,30,5,1,14,E,140,D
20223,05093271,30,6,1,885,E,150,D
20223,05093271,30,7,1,43,E,160,D
20223,05093271,30,8,1,46,E,170,D
20223,05093271,30,9,1,132,E,180,D
20223,05093271,30,10,1,99,E,190,D
20223,05097461,27,0,1,,H,,A
20223,05097461,27,1,1,36,E,120,D
20223,05097461,27,2,1,148,E,130,D
20223,05097461,27,3,1,2,E,140,D
20223,05097461,27,4,1,83,E,150,D
20223,05097461,27,5,1,2,E,160,D
20223,05097461,27,6,1,7,E,170,D
20223,05097461,27,7,1,22,E,190,D
20223,05097791,13,0,1,,H,,A
20223,05097791,13,1,1,10,E,120,D
20223,05097791,13,2,1,49,E,150,D
20223,05097791,13,3,1,2,E,160,D
20223,05097791,13,4,1,2,E,170,D
20223,05097791,13,5,1,7,E,180,D
20223,05097791,13,6,1,5,E,190,D
20223,05097882,16,0,1,,H,,A
20223,05097882,16,1,1,143,E,100,D
20223,05097882,16,2,1,24,E,110,D
20223,05097882,16,3,1,50,E,120,D
20223,05097882,16,4,1,7,E,140,D
20223,05097882,16,5,1,424,E,150,D
20223,05097882,16,6,1,51,E,160,D
20223,05097882,16,7,1,14,E,170,D
20223,05097882,16,8,1,145,E,180,D
20223,05097882,16,9,1,42,E,190,D
20223,05098161,33,0,1,,H,,A
20223,05098161,33,1,1,97,E,100,D
20223,05098161,33,2,1,23,E,110,D
20223,05098161,33,3,1,62,E,120,D
20223,05098161,33,4,1,8,E,140,D
20223,05098161,33,5,1,506,E,150,D
20223,05098161,33,6,1,39,E,160,D
20223,05098161,33,7,1,55,E,170,D
20223,05098161,33,8,1,120,E,180,D
20223,05098161,33,9,1,90,E,190,D
20223,05098451,34,0,1,,H,,A
20223,05098451,34,1,1,231,E,210,D
20223,05098451,34,2,1,519,E,220,D
20223,05099941,43,0,1,,H,,A
20223,05099941,43,1,1,118,E,120,D
20223,05099941,43,2,1,523,E,130,D
20223,05099941,43,3,1,16,E,140,D
20223,05099941,43,4,1,950,E,150,D
20223,05099941,43,5,1,115,E,160,D
20223,05099941,43,6,1,32,E,170,D
20223,05099941,43,7,1,326,E,180,D
20223,05099941,43,8,1,95,E,190,D
20223,05100391,53,0,1,,H,,A
20223,05100391,53,1,1,333,E,100,D
20223,05100391,53,2,1,76,E,110,D
20223,05100391,53,3,1,160,E,210,D
20223,05100391,53,4,1,131,E,220,D
20223,05101121,33,0,1,,H,,A
20223,05101121,33,1,1,29,E,100,D
20223,05101121,33,2,1,6,E,110,D
20223,05101661,62,0,1,,H,,A
20223,05101661,62,1,1,66,E,100,D
20223,05101661,62,2,1,16,E,110,D
20223,05101661,62,3,1,37,E,120,D
20223,05101661,62,4,1,4,E,140,D
20223,05101661,62,5,1,279,E,150,D
20223,05101661,62,6,1,13,E,160,D
20223,05101661,62,7,1,14,E,170,D
20223,05101661,62,8,1,41,E,180,D
20223,05101661,62,9,1,30,E,190,D
20223,05102271,7,0,1,,C,,A
20223,05102311,24,0,1,,H,,A
20223,05102311,24,1,1,171,E,120,D
20223,05102311,24,2,1,546,E,130,D
20223,05102311,24,3,1,19,E,140,D
20223,05102311,24,4,1,1231,E,150,D
20223,05102311,24,5,1,59,E,160,D
20223,05102311,24,6,1,65,E,170,D
20223,05102311,24,7,1,184,E,180,D
20223,05102311,24,8,1,137,E,190,D
20223,05102311,24,9,1,180,E,210,D
20223,05102311,24,10,1,108,E,220,D
20223,05102581,86,0,1,,H,,A
20223,05102581,86,1,1,305,E,100,D
20223,05102581,86,2,1,59,E,110,D
20223,05102581,86,3,1,111,E,120,D
20223,05102581,86,4,1,515,E,130,D
20223,05102581,86,5,1,16,E,140,D
20223,05102581,86,6,1,935,E,150,D
20223,05102581,86,7,1,113,E,160,D
20223,05102581,86,8,1,31,E,170,D
20223,05102581,86,9,1,321,E,180,D
20223,05102581,86,10,1,94,E,190,D
20223,05102901,14,0,1,,H,,A
20223,05102901,14,1,1,1441,E,100,D
20223,05102901,14,2,1,450,E,110,D
20223,05102901,14,3,1,1195,E,120,D
20223,05102901,14,4,1,93,E,140,D
20223,05102901,14,5,1,2735,E,150,D
20223,05102901,14,6,1,96,E,160,D
20223,05102901,14,7,1,242,E,170,D
20223,05102901,14,8,1,748,E,190,D
20223,05103031,21,0,1,,H,,A
20223,05103031,21,1,1,17,E,100,D
20223,05103031,21,2,1,4,E,110,D
20223,05103031,21,3,1,8,E,120,D
20223,05103031,21,4,1,1,E,140,D
20223,05103031,21,5,1,73,E,150,D
20223,05103031,21,6,1,7,E,160,D
20223,05103031,21,7,1,1,E,170,D
20223,05103031,21,8,1,10,E,190,D
20223,05103391,36,0,1,,H,,A
20223,05103391,36,1,1,38,E,100,D
20223,05103391,36,2,1,8,E,110,D
20223,05103391,36,3,1,17,E,120,D
20223,05103391,36,4,1,100,E,130,D
20223,05103391,36,5,1,2,E,140,D
20223,05103391,36,6,1,157,E,150,D
20223,05103391,36,7,1,15,E,160,D
20223,05103391,36,8,1,3,E,170,D
20223,05103391,36,9,1,22,E,190,D
20223,05103391,36,10,1,15,E,210,D
20223,05103391,36,11,1,23,E,220,D
20223,05103561,24,0,1,,H,,A
20223,05103561,24,1,1,31,E,120,D
20223,05103561,24,2,1,3,E,140,D
20223,05103561,24,3,1,234,E,150,D
20223,05103561,24,4,1,11,E,160,D
20223,05103561,24,5,1,12,E,170,D
20223,05103561,24,6,1,34,E,180,D
20223,05103561,24,7,1,25,E,190,D
20223,05104351,19,0,1,,H,,A
20223,05104351,19,1,1,22,E,100,D
20223,05104351,19,2,1,5,E,110,D
20223,05104351,19,3,1,15,E,210,D
20223,05104351,19,4,1,8,E,220,D
20223,05111441,23,0,1,,H,,A
20223,05111441,23,1,1,26,E,120,D
20223,05111441,23,2,1,3,E,140,D
20223,05111441,23,3,1,201,E,150,D
20223,05111441,23,4,1,9,E,160,D
20223,05111441,23,5,1,10,E,170,D
20223,05111441,23,6,1,29,E,180,D
20223,05111441,23,7,1,22,E,190,D
20223,05115361,17,0,1,,H,,A
20223,05115361,17,1,1,33,E,120,D
20223,05115361,17,2,1,3,E,140,D
20223,05115361,17,3,1,250,E,150,D
20223,05115361,17,4,1,12,E,160,D
20223,05115361,17,5,1,17,E,170,D
20223,05115361,17,6,1,37,E,180,D
20223,05115361,17,7,1,28,E,190,D
20223,05116301,30,0,1,,H,,A
20223,05116301,30,1,1,240,E,130,D
20223,05117001,40,0,1,,H,,A
20223,05117001,40,1,1,36,E,100,D
20223,05117001,40,2,1,11,E,110,D
20223,05117001,40,3,1,34,E,120,D
20223,05117001,40,4,1,120,E,130,D
20223,05117001,40,5,1,2,E,140,D
20223,05117001,40,6,1,70,E,150,D
20223,05117001,40,7,1,2,E,160,D
20223,05117001,40,8,1,6,E,170,D
20223,05117001,40,9,1,19,E,190,D
20223,05117231,26,0,1,,H,,A
20223,05117231,26,1,1,23,E,120,D
20223,05117231,26,2,1,1,E,140,D
20223,05117231,26,3,1,121,E,150,D
20223,05117231,26,4,1,17,E,160,D
20223,05117231,26,5,1,23,E,170,D
20223,05117231,26,6,1,15,E,190,D
20223,05118271,17,0,1,,H,,A
20223,05118271,17,1,1,98,E,100,D
20223,05118271,17,2,1,22,E,110,D
20223,05120211,43,0,1,,H,,A
20223,05120211,43,1,1,13,E,120,D
20223,05120211,43,2,1,1,E,140,D
20223,05120211,43,3,1,89,E,150,D
20223,05120211,43,4,1,7,E,160,D
20223,05120211,43,5,1,9,E,170,D
20223,05120211,43,6,1,21,E,180,D
20223,05120211,43,7,1,16,E,190,D
20223,05121081,21,0,1,,H,,A
20223,05121081,21,1,1,25,E,100,D
20223,05121081,21,2,1,8,E,110,D
20223,05121081,21,3,1,67,E,130,D
20223,05122401,22,0,1,,H,,A
20223,05122401,22,1,1,36,E,100,D
20223,05122401,22,2,1,6,E,110,D
20223,05122401,22,3,1,13,E,120,D
20223,05122401,22,4,1,61,E,130,D
20223,05122401,22,5,1,7,E,140,D
20223,05122401,22,6,1,112,E,150,D
20223,05122401,22,7,1,13,E,160,D
20223,05122401,22,8,1,3,E,170,D
20223,05122401,22,9,1,38,E,180,D
20223,05122401,22,10,1,11,E,190,D
20223,05122671,50,0,1,,H,,A
20223,05122671,50,1,1,13,E,100,D
20223,05122671,50,2,1,2,E,110,D
20223,05122671,50,3,1,4,E,120,D
20223,05122671,50,4,1,28,E,130,D
20223,05122671,50,5,1,40,E,150,D
20223,05122671,50,6,1,4,E,160,D
20223,05122671,50,7,1,1,E,170,D
20223,05122671,50,8,1,13,E,180,D
20223,05122671,50,9,1,4,E,190,D
20223,05122671,50,10,1,6,E,210,D
20223,05122671,50,11,1,5,E,220,D
20223,05123191,38,0,1,,H,,A
20223,05123191,38,1,1,38,E,120,D
20223,05123191,38,2,1,2,E,140,D
20223,05123191,38,3,1,79,E,150,D
20223,05123191,38,4,1,2,E,160,D
20223,05123191,38,5,1,7,E,170,D
20223,05123191,38,6,1,21,E,190,D
20224,04942614,58,0,1,,H,,A
20224,04942614,58,1,1,266,E,100,D
20224,04942614,58,2,1,71,E,110,D
20224,04942614,58,3,1,663,E,130,D
20224,04943074,24,0,1,,H,,A
20224,04943074,24,1,1,500,E,130,D
20224,04943884,35,0,1,,H,,A
20224,04943884,35,1,1,58,E,120,D
20224,04943884,35,2,1,7,E,140,D
20224,04943884,35,3,1,406,E,150,D
20224,04943884,35,4,1,29,E,160,D
20224,04943884,35,5,1,42,E,170,D
20224,04943884,35,6,1,76,E,180,D
20224,04943884,35,7,1,35,E,190,D
20224,04943884,35,8,1,58,E,210,D
20224,04943884,35,9,1,82,E,220,D
20224,04951884,34,0,1,,H,,A
20224,04951884,34,1,1,37,E,120,D
20224,04951884,34,2,1,5,E,140,D
20224,04951884,34,3,1,270,E,150,D
20224,04951884,34,4,1,20,E,160,D
20224,04951884,34,5,1,14,E,170,D
20224,04951884,34,6,1,78,E,180,D
20224,04951884,34,7,1,36,E,190,D
20224,04953504,55,0,1,,H,,A
20224,04953504,55,1,1,10,E,120,D
20224,04953504,55,2,1,1,E,140,D
20224,04953504,55,3,1,59,E,150,D
20224,04953504,55,4,1,11,E,160,D
20224,04953504,55,5,1,6,E,170,D
20224,04953504,55,6,1,9,E,180,D
20224,04953504,55,7,1,11,E,190,D
20224,04956944,27,0,1,,H,,A
20224,04956944,27,1,1,300,E,130,D
20224,05015883,26,0,1,,H,,A
20224,05015883,26,1,1,41,E,120,D
20224,05015883,26,2,1,6,E,140,D
20224,05015883,26,3,1,311,E,150,D
20224,05015883,26,4,1,22,E,160,D
20224,05015883,26,5,1,32,E,170,D
20224,05015883,26,6,1,58,E,180,D
20224,05015883,26,7,1,30,E,190,D
20224,05015993,36,0,1,,H,,A
20224,05015993,36,1,1,38,E,100,D
20224,05015993,36,2,1,13,E,110,D
20224,05015993,36,3,1,18,E,120,D
20224,05015993,36,4,1,81,E,130,D
20224,05015993,36,5,1,2,E,140,D
20224,05015993,36,6,1,138,E,150,D
20224,05015993,36,7,1,10,E,160,D
20224,05015993,36,8,1,14,E,170,D
20224,05015993,36,9,1,25,E,180,D
20224,05015993,36,10,1,11,E,190,D
20224,05016393,38,0,1,,H,,A
20224,05016393,38,1,1,190,E,100,D
20224,05016393,38,2,1,38,E,110,D
20224,05016393,38,3,1,90,E,120,D
20224,05016393,38,4,1,13,E,140,D
20224,05016393,38,5,1,670,E,150,D
20224,05016393,38,6,1,48,E,160,D
20224,05016393,38,7,1,69,E,170,D
20224,05016393,38,8,1,125,E,180,D
20224,05016393,38,9,1,57,E,190,D
20224,05019813,27,0,1,,H,,A
20224,05019813,27,1,1,30,E,120,D
20224,05019813,27,2,1,8,E,140,D
20224,05019813,27,3,1,252,E,150,D
20224,05019813,27,4,1,12,E,160,D
20224,05019813,27,5,1,7,E,170,D
20224,05019813,27,6,1,13,E,180,D
20224,05019813,27,7,1,28,E,190,D
20224,05021223,72,0,1,,H,,A
20224,05021223,72,1,1,29,E,100,D
20224,05021223,72,2,1,5,E,110,D
20224,05021223,72,3,1,56,E,130,D
20224,05021863,16,0,1,,H,,A
20224,05021863,16,1,1,96,E,120,D
20224,05021863,16,2,1,12,E,140,D
20224,05021863,16,3,1,797,E,150,D
20224,05021863,16,4,1,40,E,160,D
20224,05021863,16,5,1,23,E,170,D
20224,05021863,16,6,1,42,E,180,D
20224,05021863,16,7,1,90,E,190,D
20224,05025803,39,0,1,,H,,A
20224,05025803,39,1,1,35,E,120,D
20224,05025803,39,2,1,4,E,140,D
20224,05025803,39,3,1,311,E,150,D
20224,05025803,39,4,1,35,E,160,D
20224,05025803,39,5,1,9,E,170,D
20224,05025803,39,6,1,177,E,180,D
20224,05025803,39,7,1,49,E,190,D
20224,05026693,30,0,1,,H,,A
20224,05026693,30,1,1,38,E,100,D
20224,05026693,30,2,1,7,E,110,D
20224,05026693,30,3,1,24,E,120,D
20224,05026693,30,4,1,81,E,130,D
20224,05026693,30,5,1,2,E,140,D
20224,05026693,30,6,1,138,E,150,D
20224,05026693,30,7,1,10,E,160,D
20224,05026693,30,8,1,14,E,170,D
20224,05026693,30,9,1,25,E,180,D
20224,05026693,30,10,1,11,E,190,D
20224,05028923,23,0,1,,H,,A
20224,05028923,23,1,1,216,E,100,D
20224,05028923,23,2,1,57,E,110,D
20224,05028923,23,3,1,109,E,120,D
20224,05028923,23,4,1,536,E,130,D
20224,05028923,23,5,1,13,E,140,D
20224,05028923,23,6,1,859,E,150,D
20224,05028923,23,7,1,43,E,160,D
20224,05028923,23,8,1,25,E,170,D
20224,05028923,23,9,1,45,E,180,D
20224,05028923,23,10,1,97,E,190,D
20224,05033103,24,0,1,,H,,A
20224,05033103,24,1,1,11,E,120,D
20224,05033103,24,2,1,1,E,140,D
20224,05033103,24,3,1,86,E,150,D
20224,05033103,24,4,1,5,E,160,D
20224,05033103,24,5,1,8,E,170,D
20224,05033103,24,6,1,15,E,180,D
20224,05033103,24,7,1,7,E,190,D
20224,05033103,24,8,1,11,E,210,D
20224,05033103,24,9,1,16,E,220,D
20224,05039333,21,0,1,,H,,A
20224,05039333,21,1,1,19,E,100,D
20224,05039333,21,2,1,6,E,110,D
20224,05039333,21,3,1,10,E,120,D
20224,05039333,21,4,1,54,E,130,D
20224,05039333,21,5,1,1,E,140,D
20224,05039333,21,6,1,110,E,150,D
20224,05039333,21,7,1,11,E,160,D
20224,05039333,21,8,1,11,E,170,D
20224,05039333,21,9,1,9,E,190,D
20224,05039333,21,10,1,13,E,210,D
20224,05039333,21,11,1,6,E,220,D
20224,05043743,21,0,1,,H,,A
20224,05043743,21,1,1,220,E,130,D
20224,05043893,29,0,1,,H,,A
20224,05043893,29,1,1,29,E,120,D
20224,05043893,29,2,1,3,E,140,D
20224,05043893,29,3,1,216,E,150,D
20224,05043893,29,4,1,11,E,160,D
20224,05043893,29,5,1,6,E,170,D
20224,05043893,29,6,1,11,E,180,D
20224,05043893,29,7,1,24,E,190,D
20224,05091082,27,0,1,,H,,A
20224,05091082,27,1,1,109,E,100,D
20224,05091082,27,2,1,29,E,110,D
20224,05091082,27,3,1,56,E,120,D
20224,05091082,27,4,1,6,E,140,D
20224,05091082,27,5,1,434,E,150,D
20224,05091082,27,6,1,22,E,160,D
20224,05091082,27,7,1,12,E,170,D
20224,05091082,27,8,1,23,E,180,D
20224,05091082,27,9,1,49,E,190,D
20224,05091542,24,0,1,,H,,A
20224,05091542,24,1,1,110,E,100,D
20224,05091542,24,2,1,27,E,110,D
20224,05091542,24,3,1,48,E,120,D
20224,05091542,24,4,1,219,E,130,D
20224,05091542,24,5,1,7,E,140,D
20224,05091542,24,6,1,380,E,150,D
20224,05091542,24,7,1,28,E,160,D
20224,05091542,24,8,1,20,E,170,D
20224,05091542,24,9,1,110,E,180,D
20224,05091542,24,10,1,51,E,190,D
20224,05096352,52,0,1,,H,,A
20224,05096352,52,1,1,386,E,100,D
20224,05096352,52,2,1,77,E,110,D
20224,05096352,52,3,1,130,E,120,D
20224,05096352,52,4,1,788,E,130,D
20224,05096352,52,5,1,20,E,140,D
20224,05096352,52,6,1,1280,E,150,D
20224,05096352,52,7,1,145,E,160,D
20224,05096352,52,8,1,44,E,170,D
20224,05096352,52,9,1,727,E,180,D
20224,05096352,52,10,1,203,E,190,D
20224,05098162,33,0,1,,H,,A
20224,05098162,33,1,1,14,E,120,D
20224,05098162,33,2,1,3,E,140,D
20224,05098162,33,3,1,79,E,150,D
20224,05098162,33,4,1,16,E,160,D
20224,05098162,33,5,1,9,E,170,D
20224,05098162,33,6,1,13,E,180,D
20224,05098162,33,7,1,16,E,190,D
20224,05101502,40,0,1,,H,,A
20224,05101502,40,1,1,400,G,130,D
20224,05103352,34,0,1,,H,,A
20224,05103352,34,1,1,388,E,100,D
20224,05103352,34,2,1,127,E,110,D
20224,05103352,34,3,1,219,E,120,D
20224,05103352,34,4,1,1080,E,130,D
20224,05103352,34,5,1,37,E,140,D
20224,05103352,34,6,1,2200,E,150,D
20224,05103352,34,7,1,235,E,160,D
20224,05103352,34,8,1,111,E,170,D
20224,05103352,34,9,1,191,E,190,D
20224,05103352,34,10,1,274,E,210,D
20224,05103352,34,11,1,138,E,220,D
20224,05103392,40,0,1,,H,,A
20224,05103392,40,1,1,156,E,120,D
20224,05103392,40,2,1,949,E,130,D
20224,05103392,40,3,1,24,E,140,D
20224,05103392,40,4,1,1535,E,150,D
20224,05103392,40,5,1,174,E,160,D
20224,05103392,40,6,1,46,E,170,D
20224,05103392,40,7,1,872,E,180,D
20224,05103392,40,8,1,244,E,190,D
20224,05105422,31,0,1,,H,,A
20224,05105422,31,1,1,90,E,100,D
20224,05105422,31,2,1,23,E,110,D
20224,05105422,31,3,1,41,E,120,D
20224,05105422,31,4,1,186,E,130,D
20224,05105422,31,5,1,11,E,140,D
20224,05105422,31,6,1,323,E,150,D
20224,05105422,31,7,1,23,E,160,D
20224,05105422,31,8,1,17,E,170,D
20224,05105422,31,9,1,93,E,180,D
20224,05105422,31,10,1,43,E,190,D
20224,05108372,43,0,1,,H,,A
20224,05108372,43,1,1,1468,E,100,D
20224,05108372,43,2,1,385,E,110,D
20224,05108372,43,3,1,765,E,120,D
20224,05108372,43,4,1,3512,U,130,D
20224,05108372,43,5,1,93,E,140,D
20224,05108372,43,6,1,4237,E,150,D
20224,05108372,43,7,1,857,E,160,D
20224,05108372,43,8,1,498,E,170,D
20224,05108372,43,9,1,716,E,180,D
20224,05108372,43,10,1,860,E,190,D
20224,05108372,43,11,1,710,E,210,D
20224,05108372,43,12,1,544,E,220,D
20224,05108982,26,0,1,,H,,A
20224,05108982,26,1,1,122,E,100,D
20224,05108982,26,2,1,24,E,110,D
20224,05108982,26,3,1,45,E,120,D
20224,05108982,26,4,1,262,E,130,D
20224,05108982,26,5,1,6,E,140,D
20224,05108982,26,6,1,325,E,150,D
20224,05108982,26,7,1,26,E,160,D
20224,05108982,26,8,1,13,E,170,D
20224,05108982,26,9,1,38,E,190,D
20224,05108982,26,10,1,65,E,210,D
