QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20222,04906843,5,0,1,100,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04906863,6,0,1,130,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04907173,11,0,1,130,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04908913,8,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04909603,9,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04910113,4,0,1,175,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04911483,2,0,1,300,D,398,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913203,6,0,1,190,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04914703,7,0,1,300,D,525,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04914773,6,0,1,130,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04915133,3,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04916923,6,0,1,190,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04918043,4,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04919463,4,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04920363,4,0,1,200,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04920903,3,0,1,260,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921033,7,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04922613,8,0,1,130,D,315,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924183,8,0,1,300,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924693,9,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04925393,3,0,1,300,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04926173,3,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927233,4,0,1,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927453,5,0,1,130,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927493,6,0,1,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927543,2,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927663,4,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927873,4,0,1,300,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04929413,3,0,1,160,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04930652,5,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04930762,4,0,1,130,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04932512,10,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933282,3,0,1,300,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933472,8,0,1,100,D,3200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934132,3,0,1,140,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934362,6,0,1,220,D,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04935012,9,0,1,300,D,204,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04935344,2,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04936962,4,0,1,130,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04937682,3,0,1,140,D,7000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04938902,9,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04939672,2,0,1,290,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04941652,4,0,1,140,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04942612,5,0,1,200,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04943104,7,0,1,175,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04944172,7,0,1,,A,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04944982,12,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04946562,7,0,1,130,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04946852,5,0,1,300,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04947752,5,0,1,300,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04948702,2,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04948942,4,0,1,,A,,A,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04949032,3,0,1,300,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04949122,9,0,1,,A,,A,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04949292,4,0,1,,A,,A,50,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04950442,2,0,1,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04952842,3,0,1,300,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04954172,4,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04954352,4,0,1,175,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04955962,3,0,1,235,D,1000,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04956192,2,0,1,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04956932,4,0,1,210,D,206,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04957952,3,0,1,175,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04958972,5,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04959392,4,0,1,300,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04959552,6,0,1,290,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04961242,6,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04961602,6,0,1,240,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04962302,6,0,1,235,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04963352,10,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04964082,6,0,1,175,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04964142,12,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04964362,3,0,1,140,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04965092,3,0,1,175,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05011951,2,0,1,280,D,60,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05012841,3,0,1,,A,,A,60,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05012851,2,0,1,300,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05013391,12,0,1,200,D,120,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05014311,3,0,1,140,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05015151,6,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05015371,3,0,1,300,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05015851,5,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05018211,4,0,1,130,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05018571,13,0,1,,A,,A,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05019541,5,0,1,200,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05021051,4,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05021331,5,0,1,210,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05021751,7,0,1,,A,,A,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05022031,2,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05022141,5,0,1,300,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05022261,2,0,1,150,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05022431,5,0,1,175,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05023401,4,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05023421,3,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05023631,2,0,1,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05024041,2,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05024411,2,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05024801,3,0,1,190,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05026891,6,0,1,200,D,450,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05027211,6,0,1,300,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05027901,12,0,1,290,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05029291,2,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05029681,3,0,1,280,D,3700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05029941,3,0,1,175,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05031141,5,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05031341,4,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05031721,3,0,1,140,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05032041,7,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05033491,4,0,1,,A,,A,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05033501,9,0,1,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05033841,3,0,1,110,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05036561,3,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05036871,3,0,1,130,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05037791,2,0,1,300,D,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05038331,4,0,1,280,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05038451,3,0,1,235,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05038971,2,0,1,300,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05039551,4,4,1,300,D,55,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05039551,4,3,1,175,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05039551,4,2,1,150,D,903,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05039551,4,1,1,140,D,30,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05039551,4,0,1,310,D,,H,350,D,150,D,310,D,300,D,,A,,A,,A,,A,,A,,A
20222,05042001,4,0,1,300,D,1900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05042411,5,0,1,300,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05042444,3,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05042511,4,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05042561,4,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05042801,12,0,1,300,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,05044611,8,0,1,150,D,9000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04895164,8,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04896644,7,0,1,120,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04897044,6,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04900594,2,0,1,,A,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04900854,7,0,1,175,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04901874,5,0,1,130,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04901934,2,0,1,280,D,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902004,2,0,1,150,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04902794,4,0,1,140,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04903734,3,0,1,175,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04903784,2,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04904424,4,0,1,200,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04905034,2,0,1,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04906454,3,0,1,130,D,4080,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04907174,5,0,1,300,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04907664,2,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04908764,10,0,1,130,D,30000,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04908914,3,0,1,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909714,12,0,1,190,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04909944,5,0,1,140,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04910884,2,0,1,300,D,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04911504,10,0,1,100,D,30000,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04911804,7,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04912964,4,0,1,260,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914044,4,0,1,260,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04914454,2,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915374,6,0,1,175,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04915634,5,0,1,300,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916154,3,0,1,300,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04916454,8,0,1,120,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917354,10,0,1,175,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04917944,7,0,1,175,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04918664,4,0,1,130,D,11000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919154,10,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04919464,8,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922614,6,0,1,140,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04922664,3,0,1,300,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04924724,4,0,1,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04925054,2,0,1,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928534,2,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928744,3,0,1,160,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04928854,17,0,1,175,D,132,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04929314,11,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931453,6,0,1,300,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04931793,2,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933053,7,0,1,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933113,4,0,1,235,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04933893,2,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04934653,4,0,1,235,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04935333,4,0,1,235,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04935593,3,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936403,2,0,1,300,D,213,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04936963,6,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04938733,2,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04939293,8,0,1,300,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04941653,3,0,1,300,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04942613,9,0,1,210,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04944173,8,0,1,220,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04944213,6,0,1,175,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04949314,4,0,1,140,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04949873,3,0,1,130,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04950443,5,0,1,190,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04954983,5,0,1,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04955504,3,0,1,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04956413,4,0,1,,A,,A,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04956443,2,0,1,175,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04957133,6,0,1,,A,,A,158,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04957153,8,0,1,130,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04959843,6,0,1,300,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04961603,9,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04962303,4,0,1,235,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,04962333,3,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05011562,14,0,1,190,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05012522,4,0,1,200,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05013212,3,0,1,200,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20223,05013382,2,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
