QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MAJAPPLY,MAJA_PLY,GFTC_MAJ,GFTC0MAJ,MAJ_MO,MAJ_MO_,MAJPURX,MAJPURX_,MAJRENTX,MAJR_NTX,MAJINSTX,MAJI_STX,MJAPPL1,MJAPPL1_,MJAPPL2,MJAPPL2_,MJAPPL3,MJAPPL3_,MJAPPL4,MJAPPL4_,MJAPPL5,MJAPPL5_,MJAPPL6,MJAPPL6_,MJAPPL7,MJAPPL7_,MJAPPL8,MJAPPL8_,MJAPPL9,MJAPPL9_
20222,04826924,1,0,1,120,D,1,D,02,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04827234,1,0,1,140,D,1,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04828604,1,0,1,140,D,1,D,02,D,1071,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04829524,1,0,2,195,D,1,D,02,D,1619,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04830384,1,0,1,195,D,1,D,03,D,857,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04831224,1,0,2,195,D,1,D,02,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04831314,1,0,1,140,D,1,D,03,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04831314,2,0,2,120,D,1,D,02,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04831874,1,0,1,120,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04833224,1,0,1,120,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04833224,2,0,1,140,D,1,D,03,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04833554,1,0,1,120,D,1,D,02,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04833824,1,0,1,195,D,1,D,03,D,398,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04833874,1,0,1,195,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04834634,1,0,1,140,D,1,D,04,D,1607,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04834864,1,0,1,100,D,1,D,02,D,2000,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04834864,2,0,1,195,D,1,D,04,D,2500,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04835044,1,0,1,195,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04835184,1,0,1,140,D,1,D,03,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836044,1,0,1,195,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836044,2,0,1,195,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836044,3,0,1,195,D,1,D,04,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836044,4,0,2,195,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836754,1,0,1,120,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836814,1,0,1,100,D,1,D,03,D,2540,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836814,2,0,1,140,D,1,D,03,D,2204,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836994,1,0,1,120,D,1,D,03,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04836994,2,0,1,140,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04838294,1,0,1,180,D,1,D,03,D,210,D,,A,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04838734,1,0,1,160,D,1,D,05,D,847,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04839144,1,0,1,140,D,1,D,04,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04839384,1,0,1,140,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04839584,1,0,1,100,D,3,D,05,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04839814,1,0,1,140,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04840404,1,0,2,160,D,1,D,03,D,1071,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04840494,1,0,2,120,D,1,D,03,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04840584,1,0,1,120,D,1,D,04,D,350,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04840654,1,0,2,195,D,1,D,03,D,189,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04840864,1,0,1,195,D,1,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04841354,1,0,1,195,D,1,D,03,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04841554,1,0,1,220,D,1,D,05,D,,H,,A,,A,120,D,170,D,,A,,A,,A,,A,,A,,A,,A
20222,04841554,1,1,1,120,D,1,D,05,D,478,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04842324,1,0,1,140,D,1,D,05,D,695,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04842764,1,0,2,120,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04843514,1,0,2,120,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04843974,1,0,1,195,D,1,D,04,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04844044,1,0,1,100,D,1,D,05,D,700,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04844664,1,0,1,100,D,1,D,04,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04845124,1,0,1,170,D,1,D,05,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04845454,1,0,1,160,D,1,D,04,D,587,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04845534,1,0,1,195,D,1,D,03,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04846564,1,0,1,100,D,1,D,04,D,540,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04846954,1,0,1,160,D,3,D,04,D,1000,D,,A,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04847104,1,0,1,195,D,1,D,05,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04848424,1,0,1,195,D,1,D,04,D,1498,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04849254,1,0,1,195,D,1,D,04,D,1000,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04849724,1,0,1,195,D,1,D,04,D,654,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04849724,2,0,1,180,D,1,D,05,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04849824,1,0,2,160,D,1,D,03,D,1160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04850044,1,0,1,120,D,1,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04850054,1,0,1,120,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04850104,1,0,1,140,D,1,D,05,D,205,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04895383,1,0,1,195,D,1,D,02,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04895623,1,0,1,120,D,1,D,03,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04896943,1,0,1,140,D,1,D,02,D,2600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04897223,1,0,1,195,D,1,D,01,D,220,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04898053,1,0,1,195,D,1,D,03,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04899043,1,0,1,120,D,1,D,02,D,237,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04899303,1,0,1,120,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04899893,1,0,1,140,D,1,D,01,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04899993,1,0,1,100,D,1,D,03,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04900393,1,0,1,220,D,1,D,02,D,,H,,A,,A,100,D,170,D,140,D,,A,,A,,A,,A,,A,,A
20222,04900393,1,1,1,100,D,1,D,02,D,181,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04900393,1,2,1,140,D,1,D,02,D,242,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04901413,1,0,1,120,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04901413,2,0,1,195,D,1,D,03,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04902253,1,0,1,195,D,1,D,01,D,2100,D,,A,270,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04902683,1,0,1,220,D,1,D,03,D,,H,,A,,A,100,D,120,D,,A,,A,,A,,A,,A,,A,,A
20222,04902683,1,1,1,100,D,1,D,03,D,2622,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04902683,1,2,1,120,D,1,D,03,D,970,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04903353,1,0,1,140,D,1,D,01,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04903443,1,0,1,120,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04903733,1,0,1,100,D,1,D,03,D,1057,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04903883,1,0,1,100,D,1,D,03,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04904303,1,0,1,100,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04904773,1,0,1,195,D,1,D,01,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04905523,1,0,1,140,D,1,D,02,D,451,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04905873,1,0,1,100,D,1,D,01,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04906843,1,0,1,140,D,1,D,04,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04906843,2,0,1,160,D,1,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04906843,3,0,1,100,D,1,D,04,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04907093,1,0,1,160,D,1,D,03,D,415,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04908093,1,0,1,195,D,1,D,04,D,640,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04908233,1,0,1,140,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04908493,1,0,1,100,D,1,D,03,D,1428,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04908503,1,0,1,140,D,1,D,02,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04908503,2,0,1,195,D,1,D,02,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04909023,1,0,1,140,D,1,D,02,D,426,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04910293,1,0,1,160,D,3,D,02,D,540,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04911113,1,0,1,195,D,1,D,04,D,1215,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04911363,1,0,1,160,D,1,D,03,D,540,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04912783,1,0,1,195,D,1,D,04,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913203,1,0,1,195,D,3,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913363,1,0,1,195,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913363,2,0,1,195,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913363,3,0,2,120,D,1,D,02,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913683,1,0,1,140,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913683,2,0,1,100,D,1,D,02,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913863,1,0,1,180,D,1,D,04,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913903,1,0,1,120,D,1,D,03,D,697,D,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913903,2,0,1,140,D,1,D,03,D,2800,D,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913903,3,0,1,160,D,1,D,03,D,1096,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913903,4,0,1,180,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04913903,5,0,1,100,D,1,D,03,D,2486,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04915313,1,0,1,100,D,1,D,03,D,700,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04915313,2,0,1,195,D,1,D,02,D,1400,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04915373,1,0,1,140,D,1,D,04,D,3656,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04916233,1,0,1,140,D,1,D,04,D,3200,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04916733,1,0,2,220,D,1,D,02,D,,H,,A,,H,160,D,140,D,,A,,A,,A,,A,,A,,A,,A
20222,04916733,1,1,2,160,D,1,D,02,D,1750,E,,A,63,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04916733,1,2,2,140,D,1,D,02,D,1750,E,,A,62,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04917263,1,0,1,195,D,1,D,04,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04918293,1,0,1,120,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04918393,1,0,1,195,D,1,D,02,D,2308,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04919003,1,0,1,100,D,1,D,04,D,295,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04919043,1,0,2,100,D,1,D,03,D,765,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04919893,1,0,1,140,D,1,D,04,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04920233,1,0,1,140,D,1,D,05,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04920403,1,0,2,195,D,1,D,03,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921183,1,0,1,195,D,1,D,05,D,457,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921353,1,0,2,180,D,1,D,03,D,100,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921393,1,0,1,120,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921403,1,0,1,140,D,1,D,05,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921553,1,0,1,140,D,1,D,04,D,2900,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921753,1,0,1,140,D,1,D,03,D,1942,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04921823,1,0,1,120,D,1,D,03,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04922273,1,0,1,120,D,1,D,04,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04922333,1,0,1,140,D,1,D,05,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04922663,1,0,1,140,D,1,D,03,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924183,1,0,1,140,D,1,D,05,D,1727,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924313,1,0,1,170,D,1,D,05,D,300,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924383,1,0,1,160,D,1,D,05,D,647,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924533,1,0,1,160,D,1,D,05,D,570,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924533,2,0,1,140,D,1,D,04,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04924573,1,0,1,120,D,1,D,04,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04925543,1,0,1,120,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04925563,1,0,1,100,D,3,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04925643,1,0,1,120,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04925643,2,0,1,140,D,1,D,05,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04926243,1,0,2,140,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04926953,1,0,1,100,D,1,D,05,D,2165,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927163,1,0,2,195,D,1,D,03,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927163,2,0,2,195,D,1,D,03,D,630,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927323,1,0,1,120,D,1,D,03,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04927433,1,0,1,195,D,1,D,04,D,2652,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04928173,1,0,1,140,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04928453,1,0,1,140,D,1,D,05,D,3100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04928453,2,0,1,195,D,1,D,05,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04929003,1,0,1,195,D,1,D,03,D,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04929413,1,0,1,160,D,1,D,03,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04930193,1,0,1,195,D,2,D,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04930213,1,0,1,195,D,3,D,05,D,2600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04930622,1,0,1,100,D,1,D,03,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04930942,1,0,2,120,D,1,D,01,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04931632,1,0,1,195,D,1,D,03,D,808,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04931772,1,0,1,220,D,1,D,03,D,,H,,A,,A,140,D,210,D,,A,,A,,A,,A,,A,,A,,A
20222,04931772,1,1,1,140,D,1,D,03,D,1000,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04932122,1,0,1,120,D,1,D,03,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933072,1,0,1,160,D,1,D,02,D,950,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933332,1,0,1,100,D,1,D,01,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933462,1,0,1,140,D,1,D,03,D,1217,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933692,1,0,1,140,D,1,D,03,D,949,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933752,1,0,1,120,D,1,D,01,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04933892,1,0,1,120,D,1,D,03,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934012,1,0,1,100,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934074,1,0,1,220,D,1,D,02,D,,H,,A,,A,220,D,140,D,,A,,A,,A,,A,,A,,A,,A
20222,04934074,1,1,1,120,D,1,D,02,D,165,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934074,1,2,1,140,D,1,D,02,D,1273,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934074,1,3,1,160,D,1,D,02,D,346,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934074,1,4,1,195,D,1,D,02,D,286,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04934732,1,0,1,140,D,1,D,03,D,1200,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20222,04935652,1,0,1,140,D,1,D,02,D,2157,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
